"","Year","GEOID","NAME","Median Income","Median Income moe","Percent Median Income Change","Label"
"6314","2015","1946920","Lowden",38056,12038,-0.0179096774193548,"Negative"
"6315","2015","1926310","Exline",33333,13863,0.33332,"Positive"
"6316","2015","1907345","Bonaparte",30909,7579,-0.143106650772088,"Negative"
"6317","2015","1901000","Alburnett",66875,10945,-0.00465856998273501,"Negative"
"6318","2015","1981615","Wahpeton",64643,12617,-0.0423259259259259,"Negative"
"6319","2015","1934185","Hanlontown",55000,11658,0.0377358490566038,"Positive"
"6320","2015","1940665","Kensett",26932,4913,-0.0577616065493475,"Negative"
"6321","2015","1965550","Randalia",40625,9893,0.111095916637037,"Positive"
"6322","2015","1976260","Sumner",51298,6595,0.0546246993277276,"Positive"
"6323","2015","1925050","Ellsworth",53393,8140,-0.02428639304119,"Negative"
"6324","2015","1914925","Coggon",51719,11667,0.0430792812052518,"Positive"
"6325","2015","1967800","Robins",110188,13783,0.0236810078131532,"Positive"
"6326","2015","1966540","Rhodes",45000,11335,0.0657950831320165,"Positive"
"6327","2015","1919000","Davenport",47343,1530,0.0422463895737936,"Positive"
"6328","2015","1973785","Soldier",38750,10488,0.137597980213134,"Positive"
"6329","2015","1979185","Turin",41250,29072,0,"Negative"
"6330","2015","1985215","Whiting",38558,6357,-0.0652606060606061,"Negative"
"6331","2015","1913350","Churdan",38125,6623,-0.0505777467875286,"Negative"
"6332","2015","1950205","Masonville",28438,15137,-0.157392592592593,"Negative"
"6333","2015","1939450","Jefferson",44184,6114,-0.0330459141243927,"Negative"
"6334","2015","1919720","Delmar",49762,6824,0.00286174929463926,"Positive"
"6335","2015","1968070","Rockford",42917,11009,-0.0396303258145363,"Negative"
"6336","2015","1944985","Libertyville",55357,25170,0.328557371541028,"Positive"
"6337","2015","1907930","Braddyville",50500,15530,-0.0437960350671236,"Negative"
"6338","2015","1915105","College Springs",31786,5331,-0.000628812173803685,"Negative"
"6339","2015","1954705","Mount Pleasant",45539,7166,-0.00952650238162559,"Negative"
"6340","2015","1968565","Rome",43750,20995,0.09375,"Positive"
"6341","2015","1984835","Westwood",82917,13350,-0.0386434782608696,"Negative"
"6342","2015","1912000","Cedar Rapids",53581,1653,-0.0162306068117139,"Negative"
"6343","2015","1912270","Center Point",79545,7163,0.137006861063465,"Positive"
"6344","2015","1935940","Hiawatha",51127,7030,-0.00974239783071857,"Negative"
"6345","2015","1965955","Reasnor",38750,14092,-0.114285714285714,"Negative"
"6346","2015","1938415","Inwood",44886,4834,0.029235743275779,"Positive"
"6347","2015","1944670","Lester",56731,5406,0.00112940512114635,"Positive"
"6348","2015","1978285","Tipton",50734,7473,0.0630041695476355,"Positive"
"6349","2015","1985800","Williams",52000,6329,0.0666666666666667,"Positive"
"6350","2015","1912315","Centerville",31270,4201,-0.0942532730853899,"Negative"
"6351","2015","1979410","Udell",28125,19081,-0.210526315789474,"Negative"
"6352","2015","1956910","Nora Springs",42500,6578,-0.0127758420441347,"Negative"
"6353","2015","1917130","Crawfordsville",41719,13780,0.042975,"Positive"
"6354","2015","1923790","East Peru",25000,11616,-0.0476190476190476,"Negative"
"6355","2015","1900730","Ainsworth",42212,6634,-0.059573140845698,"Negative"
"6356","2015","1955110","Muscatine",44601,3149,0.00148198046480296,"Positive"
"6357","2015","1975405","Stockport",32019,5286,-0.14616,"Negative"
"6358","2015","1916815","Coulter",51250,16016,0.138888888888889,"Positive"
"6359","2015","1964110","Popejoy",NA,NA,NA,NA
"6360","2015","1938595","Iowa City",42375,1759,0.00607801704693844,"Positive"
"6361","2015","1976890","Swisher",74615,8424,0.00229702863897695,"Positive"
"6362","2015","1934860","Harvey",44375,19437,0,"Negative"
"6363","2015","1971760","Seymour",27639,6533,-0.192573982647308,"Negative"
"6364","2015","1944490","Lenox",36741,4250,-0.00301204819277108,"Negative"
"6365","2015","1909550","Burlington",39586,2521,0.0634822555946592,"Positive"
"6366","2015","1954165","Morrison",56250,37367,0.104283638933606,"Positive"
"6367","2015","1975720","Stout",57750,12898,-0.00645161290322581,"Negative"
"6368","2015","1953175","Mondamin",45682,8076,-0.00930363687623344,"Negative"
"6369","2015","1970185","St. Paul",54750,13116,0.0682926829268293,"Positive"
"6370","2015","1975000","Stanton",61458,9268,0.0426860303349055,"Positive"
"6371","2015","1902800","Arispe",36000,5875,-0.0505577972940897,"Negative"
"6372","2015","1943275","Lansing",36000,8680,0.0204660128125177,"Positive"
"6373","2015","1955785","New Albin",26912,13160,-0.0129832025232891,"Negative"
"6374","2015","1905365","Bedford",34750,5540,-0.0683646112600536,"Negative"
"6375","2015","1906985","Blockton",30938,5200,-0.188511475409836,"Negative"
"6376","2015","1915960","Conway",35625,1395,-0.208333333333333,"Negative"
"6377","2015","1941610","Kiron",35625,4170,-0.0894568690095847,"Negative"
"6378","2015","1984630","Westside",52250,12055,-0.0390804597701149,"Negative"
"6379","2015","1972210","Sheffield",48036,10784,-0.0271189873417722,"Negative"
"6380","2015","1916230","Coralville",58744,3268,-0.0180201263749122,"Negative"
"6381","2015","1978060","Tiffin",57125,14441,0.120098039215686,"Positive"
"6382","2015","1979770","University Heights",52386,18313,-0.00217142857142857,"Negative"
"6383","2015","1942015","Knoxville",41225,5343,-0.0119358627136112,"Negative"
"6384","2015","1963750","Pleasantville",48100,6025,-0.0371141450134123,"Negative"
"6385","2015","1915825","Conrad",45313,5844,-0.0553690925389314,"Negative"
"6386","2015","1983325","Wellsburg",47019,13645,0.0798539341325617,"Positive"
"6387","2015","1952860","Missouri Valley",44150,4838,-0.0816814693096491,"Negative"
"6388","2015","1986835","Woodbine",44688,9514,0.1172,"Positive"
"6389","2015","1933960","Hampton",45942,4529,0.083895625914217,"Positive"
"6390","2015","1934365","Hansell",55833,21814,0.2072,"Positive"
"6391","2015","1936345","Hills",50417,11806,0.0579360416316938,"Positive"
"6392","2015","1962040","Pella",55551,6104,-0.0270596889449348,"Negative"
"6393","2015","1964875","Promise City",53750,26073,0.755102040816326,"Positive"
"6394","2015","1948990","Manson",37434,2909,0.0425555617445552,"Positive"
"6395","2015","1979140","Truro",50789,3394,-0.0477002981268633,"Negative"
"6396","2015","1941115","Keystone",56161,5479,-0.0034247790751322,"Negative"
"6397","2015","1947505","Luzerne",57500,13575,0.0337078651685393,"Positive"
"6398","2015","1953085","Mona CDP",62784,52592,NA,NA
"6399","2015","1956190","New Haven CDP",26310,1622,NA,NA
"6400","2015","1960285","Otranto CDP",NA,NA,NA,NA
"6401","2015","1962175","Percival CDP",NA,NA,NA,NA
"6402","2015","1964155","Portland CDP",NA,NA,NA,NA
"6403","2015","1967530","River Sioux CDP",18487,1246,-0.0376867419707459,"Negative"
"6404","2015","1967890","Rochester CDP",NA,NA,NA,NA
"6405","2015","1968800","Roseville CDP",NA,NA,NA,NA
"6406","2015","1969825","St. Benedict CDP",90000,67357,0.37797988149373,"Positive"
"6407","2015","1970005","St. Joseph CDP",45625,21258,NA,NA
"6408","2015","1971715","Sexton CDP",NA,NA,NA,NA
"6409","2015","1973965","South Amana CDP",61176,42025,-0.0128285811105194,"Negative"
"6410","2015","1975540","Stone City CDP",81786,36165,-0.322419492473261,"Negative"
"6411","2015","1976415","Sun Valley Lake CDP",NA,NA,NA,NA
"6412","2015","1978465","Toeterville CDP",25139,20216,0.0462377226569003,"Positive"
"6413","2015","1979335","Twin Lakes CDP",121875,60217,0.692708333333333,"Positive"
"6414","2015","1982290","Washburn CDP",49669,10366,-0.106399438677293,"Negative"
"6415","2015","1982515","Watkins CDP",31797,25144,-0.482184151385858,"Negative"
"6416","2015","1983505","West Amana CDP",NA,NA,NA,NA
"6417","2015","1984495","Weston CDP",NA,NA,NA,NA
"6418","2015","1909235","Buffalo",44922,7499,0.0508070175438596,"Positive"
"6419","2015","1947820","McCausland",64896,16107,0.00948884671623682,"Positive"
"6420","2015","1950655","Maysville",33214,11464,-0.300757894736842,"Negative"
"6421","2015","1961365","Panorama Park",47500,25065,0.0857142857142857,"Positive"
"6422","2015","1906940","Blencoe",39792,16606,0.023588424437299,"Positive"
"6423","2015","1900910","Albia",44230,6107,0.0343295449230625,"Positive"
"6424","2015","1933285","Guernsey",39583,30564,-0.203369022701658,"Negative"
"6425","2015","1953490","Montezuma",50966,9360,-0.0486270556831121,"Negative"
"6426","2015","1980805","Victor",43542,6429,-0.0569609287013775,"Negative"
"6427","2015","1945165","Lime Springs",48056,8266,0.0117052631578947,"Positive"
"6428","2015","1954120","Morning Sun",47778,7390,-0.0677463414634146,"Negative"
"6429","2015","1900640","Agency",37857,5169,-0.0114375244810027,"Negative"
"6430","2015","1950160","Mason City",43525,2746,0.0360875050584399,"Positive"
"6431","2015","1918345","Dana",30694,2095,0.0231333333333333,"Positive"
"6432","2015","1944535","Leon",36172,11592,0.170880134658337,"Positive"
"6433","2015","1983145","Webster City",42011,4468,0.0574391502428956,"Positive"
"6434","2015","1965730","Rathbun",36250,9433,0.00432204798581482,"Positive"
"6435","2015","1910585","Carbon",28750,12789,-0.0573770491803279,"Negative"
"6436","2015","1964560","Prescott",52500,12095,0,"Negative"
"6437","2015","1961275","Panama",54792,10679,0.0134842683535875,"Positive"
"6438","2015","1915015","Colesburg",53594,5336,0.0612673267326733,"Positive"
"6439","2015","1901045","Alden",48173,7207,0.13784632827078,"Positive"
"6440","2015","1924375","Elberon",53333,7010,0.00391529411764706,"Positive"
"6441","2015","1973065","Sidney",48636,9383,-0.0293959169011555,"Negative"
"6442","2015","1977970","Thurman",49063,10837,0.0168497409326425,"Positive"
"6443","2015","1973110","Sigourney",39750,8941,-0.0647058823529412,"Negative"
"6444","2015","1959520","Orchard",50000,18343,0.481481481481481,"Positive"
"6445","2015","1901180","Alleman",81818,8930,0.0642991869918699,"Positive"
"6446","2015","1952950","Mitchellville",54107,6198,-0.00597075249853028,"Negative"
"6447","2015","1983910","West Des Moines",71200,2579,0.0044863293925115,"Positive"
"6448","2015","1978195","Tingley",40625,20708,-0.216867469879518,"Negative"
"6449","2015","1968340","Rodman",26667,7267,0,"Negative"
"6450","2015","1969330","Ruthven",39375,9208,0.0677966101694915,"Positive"
"6451","2015","1954480","Mount Ayr",45688,6201,-0.0038591518587158,"Negative"
"6452","2015","1935220","Haverhill",69583,4776,-0.0191011869519862,"Negative"
"6453","2015","1944220","Le Grand",55357,16115,0.026479259767472,"Positive"
"6454","2015","1946425","Long Grove",93750,20825,-0.0370096453113926,"Negative"
"6455","2015","1979995","Ute",35500,4957,-0.0296039143864637,"Negative"
"6456","2015","1915420","Columbus Junction",49167,5548,0.123817142857143,"Positive"
"6457","2015","1916725","Cotter",55500,21863,-0.129411764705882,"Negative"
"6458","2015","1958395","Oakville",27500,22223,0.0576923076923077,"Positive"
"6459","2015","1934725","Hartley",44301,3297,0.0229051698261331,"Positive"
"6460","2015","1922080","Dougherty",49375,17140,0,"Negative"
"6461","2015","1968025","Rock Falls",44107,11861,-0.0463351351351351,"Negative"
"6462","2015","1922800","Dundee",42083,7858,0,"Negative"
"6463","2015","1969465","Ryan",55000,11483,-0.046661582195105,"Negative"
"6464","2015","1914520","Clive",93160,3143,0.0159658000348979,"Positive"
"6465","2015","1963525","Pleasant Hill",72431,3597,-0.0108297825849448,"Negative"
"6466","2015","1969240","Runnells",71250,16073,0.0555555555555556,"Positive"
"6467","2015","1970995","Saylorville CDP",71318,22091,0.00336245585897382,"Positive"
"6468","2015","1932475","Granville",59167,15545,0.126990476190476,"Positive"
"6469","2015","1938820","Ireton",48000,7855,-0.0168769457643782,"Negative"
"6470","2015","1947865","McClelland",66250,33888,0.0392156862745098,"Positive"
"6471","2015","1940890","Keomah Village",60625,21094,-0.145380473089176,"Negative"
"6472","2015","1948540","Malcom",39712,3837,-0.014908342222112,"Negative"
"6473","2015","1980580","Ventura",67422,9247,0.100767346938776,"Positive"
"6474","2015","1977880","Thornton",39423,3740,-0.0514881023987681,"Negative"
"6475","2015","1982650","Waucoma",37639,5741,0.11522962962963,"Positive"
"6476","2015","1980490","Van Wert",28000,6044,-0.17037037037037,"Negative"
"6477","2015","1973155","Silver City",69375,22699,0.353658536585366,"Positive"
"6478","2015","1975045","Stanwood",49167,12835,0.0137525773195876,"Positive"
"6479","2015","1928290","Fontanelle",38958,5768,0.00786464531484452,"Positive"
"6480","2015","1904240","Bagley",45556,11928,0.245959029620108,"Positive"
"6481","2015","1963570","Pleasanton",37083,1872,-0.310083720930233,"Negative"
"6482","2015","1947370","Lu Verne",34250,11254,-0.125539357111854,"Negative"
"6483","2015","1981705","Walcott",49583,9366,-0.0555619047619048,"Negative"
"6484","2015","1937155","Hopkinton",42250,7892,-0.00588235294117647,"Negative"
"6485","2015","1948180","Macksburg",42188,11739,-0.0795278511116445,"Negative"
"6486","2015","1954795","Mount Union",41667,27489,-0.255121741928564,"Negative"
"6487","2015","1962625","Peterson",38750,8193,-0.0225260449511894,"Negative"
"6488","2015","1913755","Clarksville",43750,7207,-0.00189355052129674,"Negative"
"6489","2015","1962355","Perry",42225,3872,-0.0758573898579589,"Negative"
"6490","2015","1922350","Drakesville",30625,13921,-0.205412277515438,"Negative"
"6491","2015","1969015","Rowan",31731,2975,-0.017372723894463,"Negative"
"6492","2015","1909820","Calamus",55000,9681,-0.0112359550561798,"Negative"
"6493","2015","1937335","Houghton",66875,28122,-0.167320359095041,"Negative"
"6494","2015","1966135","Red Oak",31943,4112,-0.05986402566442,"Negative"
"6495","2015","1973875","Solon",75833,13350,0.166661538461538,"Positive"
"6496","2015","1934590","Harpers Ferry",39250,6661,0.0129032258064516,"Positive"
"6497","2015","1913485","Clare",54583,13082,0.0553761673659584,"Positive"
"6498","2015","1901720","Amana CDP",68625,23617,0.250318842692126,"Positive"
"6499","2015","1902035","Anderson CDP",NA,NA,NA,NA
"6500","2015","1904735","Bartlett CDP",NA,NA,NA,NA
"6501","2015","1903430","Athelstan CDP",NA,NA,NA,NA
"6502","2015","1905200","Beaverdale CDP",57232,27905,-0.0920743702011549,"Negative"
"6503","2015","1905870","Bentley CDP",110625,9082,0.0573476702508961,"Positive"
"6504","2015","1907255","Bolan CDP",NA,NA,NA,NA
"6505","2015","1909415","Burchinal CDP",NA,NA,NA,NA
"6506","2015","1909640","Burr Oak CDP",46944,32540,0.280279270188453,"Positive"
"6507","2015","1974910","Stanhope",44167,10131,-0.0861936978875716,"Negative"
"6508","2015","1952815","Mingo",35313,10424,-0.147626059040769,"Negative"
"6509","2015","1906760","Blairsburg",52500,16272,0.166666666666667,"Positive"
"6510","2015","1940215","Kamrar",38125,6918,0.00548566606007859,"Positive"
"6511","2015","1908425","Bridgewater",44107,5723,-0.0885665282168909,"Negative"
"6512","2015","1907750","Boxholm",33750,5062,0.029340002439917,"Positive"
"6513","2015","1948450","Madrid",54444,6281,0.00106645092487037,"Positive"
"6514","2015","1958665","Ogden",50313,10822,-0.0416571428571429,"Negative"
"6515","2015","1904780","Bassett",47813,22527,0.206089347425775,"Positive"
"6516","2015","1961320","Panora",46371,4649,-0.0127528209495423,"Negative"
"6517","2015","1986385","Winfield",41875,8523,0.00835580812945483,"Positive"
"6518","2015","1902530","Archer",46667,16231,0.131321212121212,"Positive"
"6519","2015","1981120","Vining",61667,21948,0.00680816326530612,"Positive"
"6520","2015","1925095","Elma",38889,5530,0.0301721854304636,"Positive"
"6521","2015","1929055","Fredonia",48958,8921,-0.0102296619763869,"Negative"
"6522","2015","1924420","Eldon",33083,9027,-0.019762962962963,"Negative"
"6523","2015","1945480","Linn Grove",39375,8470,0.166666666666667,"Positive"
"6524","2015","1913845","Clayton",48750,7051,0.0540540540540541,"Positive"
"6525","2015","1924825","Elkport",30250,23928,-0.0122448979591837,"Negative"
"6526","2015","1947055","Luana",43250,9229,0.0432244681364272,"Positive"
"6527","2015","1948000","McGregor",39327,7362,-0.117892470224076,"Negative"
"6528","2015","1909280","Buffalo Center",41087,3716,0.0236179277012382,"Positive"
"6529","2015","1913125","Chester",37813,22514,-0.0504256548052535,"Negative"
"6530","2015","1965010","Protivin",40000,12375,0.160631383472609,"Positive"
"6531","2015","1944715","Letts",46250,14679,-0.100001945941739,"Negative"
"6532","2015","1906850","Blakesburg",32500,20524,-0.123587627753957,"Negative"
"6533","2015","1908605","Britt",44432,6809,0.0291617446088991,"Positive"
"6534","2015","1931575","Goodell",37500,19954,-0.00662251655629139,"Negative"
"6535","2015","1902305","Ankeny",75465,4006,0.00527514686488431,"Positive"
"6536","2015","1964020","Polk City",78903,9388,-0.125796337126206,"Negative"
"6537","2015","1923430","Earlville",59464,8582,-0.0157737060761044,"Negative"
"6538","2015","1932610","Greeley",43393,8441,-0.061772972972973,"Negative"
"6539","2015","1948810","Manchester",45616,6396,0.0560726026762976,"Positive"
"6540","2015","1904375","Balltown",55938,17598,-0.122541176470588,"Negative"
"6541","2015","1968250","Rockwell",53421,5009,0.0125284306292646,"Positive"
"6542","2015","1924060","Edgewood",48214,5152,0.389933118081181,"Positive"
"6543","2015","1985935","Williamson",40000,10894,-0.157894736842105,"Negative"
"6544","2015","1959115","Onawa",31610,4578,-0.0614050715600689,"Negative"
"6545","2015","1976620","Swaledale",38077,4099,0.128207407407407,"Positive"
"6546","2015","1965505","Ralston",38750,12818,-0.0646648482946728,"Negative"
"6547","2015","1971310","Scranton",43929,6251,0.0123522227087318,"Positive"
"6548","2015","1909100","Buckeye",41786,10887,-0.16428,"Negative"
"6549","2015","1946290","Lone Rock",45313,13171,0.169367741935484,"Positive"
"6550","2015","1977115","Tama",51741,2229,0.0223473621813871,"Positive"
"6551","2015","1937200","Hornick",41944,5127,-0.0162996317924904,"Negative"
"6552","2015","1975990","Stuart",38250,6193,-0.19776002013465,"Negative"
"6553","2015","1987285","Yale",44000,9354,0.117460317460317,"Positive"
"6554","2015","1936390","Hillsboro",37981,5616,0.0851714285714286,"Positive"
"6555","2015","1970230","Salem",33182,3390,-0.0168296296296296,"Negative"
"6556","2015","1912495","Central City",54453,16074,0.131490909090909,"Positive"
"6557","2015","1964425","Prairieburg",44063,10417,-0.12961975308642,"Negative"
"6558","2015","1906625","Birmingham",40833,7913,0.0272452830188679,"Positive"
"6559","2015","1952500","Milton",38036,8301,0.137508224176087,"Positive"
"6560","2015","1941385","Kingsley",61161,6224,0.0657825950580281,"Positive"
"6561","2015","1951375","Merrill",52500,11746,-0.08447265625,"Negative"
"6562","2015","1973605","Sloan",57656,9557,0.0404027644946497,"Positive"
"6563","2015","1943905","Lawton",65556,8563,0.0459005408510027,"Positive"
"6564","2015","1960240","Oto",38438,23772,0.618442105263158,"Positive"
"6565","2015","1981885","Walker",63750,12316,-0.0245880318864085,"Negative"
"6566","2015","1929280","Fruitland",80217,8015,0.00796652551424299,"Positive"
"6567","2015","1975450","Stockton",52500,15852,0.0956445520378989,"Positive"
"6568","2015","1922035","Douds CDP",37857,2149,0.00248920901411434,"Positive"
"6569","2015","1968385","Rodney",16944,3278,-0.571037974683544,"Negative"
"6570","2015","1961725","Park View CDP",75551,36276,0.414653784219002,"Positive"
"6571","2015","1934770","Hartwick",56250,23027,-0.0816326530612245,"Negative"
"6572","2015","1972480","Shellsburg",48162,6346,0.0320354854608181,"Positive"
"6573","2015","1959565","Orient",44063,8455,0.0681939393939394,"Positive"
"6574","2015","1928965","Fredericksburg",36950,7554,-0.0987804878048781,"Negative"
"6575","2015","1943815","Lawler",46250,11019,0.0422535211267606,"Positive"
"6576","2015","1955335","Nashua",46121,5449,0.151125642689562,"Positive"
"6577","2015","1957495","North Washington",47188,40833,-0.21761477625056,"Negative"
"6578","2015","1903025","Arnolds Park",46518,9367,-0.0390629841558388,"Negative"
"6579","2015","1974415","Spirit Lake",56485,7417,0.0465805710474144,"Positive"
"6580","2015","1904645","Barnum",53750,14555,-0.049732157063805,"Negative"
"6581","2015","1975180","Steamboat Rock",39250,9221,0.152276663828788,"Positive"
"6582","2015","1979545","Union",41705,5630,0.00341650025262854,"Positive"
"6583","2015","1942825","Lakota",30833,6557,0.135277440259214,"Positive"
"6584","2015","1944130","Ledyard",34167,10524,0.0218015431544949,"Positive"
"6585","2015","1976755","Swea City",31522,3059,-0.175119066310776,"Negative"
"6586","2015","1950880","Melbourne",48194,11856,-0.0145585408743303,"Negative"
"6587","2015","1925860","Estherville",43536,7523,-0.0837034074884768,"Negative"
"6588","2015","1933240","Gruver",47000,11482,-0.00176284433872098,"Negative"
"6589","2015","1942330","Ladora",42750,8331,0.14,"Positive"
"6590","2015","1985845","Williamsburg",54367,12722,0.0338290104206283,"Positive"
"6591","2015","1983685","West Burlington",38314,7492,-0.0202776996445649,"Negative"
"6592","2015","1921405","Dike",67500,10387,0.00600622978672668,"Positive"
"6593","2015","1922890","Dunlap",50000,5908,0.129943502824859,"Positive"
"6594","2015","1945840","Little Sioux",32500,8670,-0.00953890226434645,"Negative"
"6595","2015","1953760","Montrose",44444,10177,-0.00891981090000892,"Negative"
"6596","2015","1914880","Coburg",43125,20511,0.326923076923077,"Positive"
"6597","2015","1917265","Creston",40782,3027,0.00569653029518384,"Positive"
"6598","2015","1908200","Brayton",37321,13879,-0.234441025641026,"Negative"
"6599","2015","1932565","Gray",80833,43195,0.596701234567901,"Positive"
"6600","2015","1903340","Aspinwall",57500,54262,0.404562997703845,"Positive"
"6601","2015","1919945","Denison",44622,7871,-0.0163999470969448,"Negative"
"6602","2015","1948855","Manilla",35536,9304,-0.129723507947004,"Negative"
"6603","2015","1901090","Alexander",39375,27752,0.349984571604896,"Positive"
"6604","2015","1987240","Wyoming",41750,8282,-0.149053258055969,"Negative"
"6605","2015","1901675","Alvord",53750,16934,-0.211009174311927,"Negative"
"6606","2015","1945795","Little Rock",51719,4016,0.0279450638999861,"Positive"
"6607","2015","1928245","Fonda",39750,6807,0.0383741281575716,"Positive"
"6608","2015","1930945","Gilmore City",38125,4661,-0.111657385185358,"Negative"
"6609","2015","1961050","Palmer",43750,19409,0.372549019607843,"Positive"
"6610","2015","1963975","Pocahontas",41447,2470,-0.000723292427128288,"Negative"
"6611","2015","1913530","Clarence",44196,5244,0.0380983698971203,"Positive"
"6612","2015","1919360","Decatur City",41250,9137,0.0744146068293699,"Positive"
"6613","2015","1983190","Weldon",31250,16417,-0.0740740740740741,"Negative"
"6614","2015","1957945","Numa",37500,9167,0.551702735134688,"Positive"
"6615","2015","1905185","Beaver",51250,26034,0.138888888888889,"Positive"
"6616","2015","1928920","Fraser",71000,18809,-0.0863231584907603,"Negative"
"6617","2015","1961905","Paullina",54375,9702,0.135390783236934,"Positive"
"6618","2015","1970410","Sanborn",48419,3123,0.0622161770835619,"Positive"
"6619","2015","1941565","Kirkville",45833,11044,-0.099424282317804,"Negative"
"6620","2015","1904330","Baldwin",33125,19569,-0.0862068965517241,"Negative"
"6621","2015","1956055","Newhall",66771,11632,0.0987674636739127,"Positive"
"6622","2015","1952455","Milo",57566,6801,-0.00864503685334436,"Negative"
"6623","2015","1934680","Hartford",56094,9122,0.11213767397597,"Positive"
"6624","2015","1942555","Lake Mills",42760,6405,0.0579706559121162,"Positive"
"6625","2015","1905590","Belle Plaine",39732,8408,0.122436295835923,"Positive"
"6626","2015","1906805","Blairstown",50729,4915,0.0793404255319149,"Positive"
"6627","2015","1909910","California Junction CDP",NA,NA,NA,NA
"6628","2015","1908020","Bradford CDP",42813,15332,-0.0108130588479933,"Negative"
"6629","2015","1912675","Chapin CDP",NA,NA,NA,NA
"6630","2015","1914385","Climbing Hill CDP",84063,19315,-0.0409897782239664,"Negative"
"6631","2015","1915870","Conroy CDP",46758,18853,-0.213410941390216,"Negative"
"6632","2015","1916320","Corley CDP",NA,NA,NA,NA
"6633","2015","1919990","Denmark CDP",40833,15279,0.166657142857143,"Positive"
"6634","2015","1921320","Diamondhead Lake CDP",88750,21232,0.0757575757575758,"Positive"
"6635","2015","1922710","Duncan CDP",NA,NA,NA,NA
"6636","2015","1979950","Urbandale",78059,4094,-0.0231513346431566,"Negative"
"6637","2015","1924690","Elkader",46136,8754,-0.0213605413316929,"Negative"
"6638","2015","1929910","Garnavillo",46750,6045,-0.0313089243902944,"Negative"
"6639","2015","1966405","Remsen",51339,1359,0.00361653047660007,"Positive"
"6640","2015","1919180","Dayton",41406,7089,0.0599800322555871,"Positive"
"6641","2015","1902755","Arion",40750,17745,0.224422343078633,"Positive"
"6642","2015","1912900","Charter Oak",49167,9474,0.115834146562876,"Positive"
"6643","2015","1943590","Latimer",40417,10504,-0.0443346259339828,"Negative"
"6644","2015","1952275","Millerton",38750,23378,-0.523076923076923,"Negative"
"6645","2015","1972075","Sharpsburg",31875,18008,0.191588785046729,"Positive"
"6646","2015","1921675","Dolliver",49583,20043,-0.190481632653061,"Negative"
"6647","2015","1965640","Randolph",47969,7880,0.0143153176012856,"Positive"
"6648","2015","1935670","Hedrick",28333,5658,-0.241642354326704,"Negative"
"6649","2015","1941070","Keswick",41635,7756,-0.180945448822615,"Negative"
"6650","2015","1905140","Beaman",53750,13994,0.0840409011153016,"Positive"
"6651","2015","1930810","Gillett Grove",NA,NA,NA,NA
"6652","2015","1932970","Greenville",41250,14361,0.0645161290322581,"Positive"
"6653","2015","1903475","Atkins",84917,8239,-0.0154550724637681,"Negative"
"6654","2015","1946245","Lohrville",46375,3860,0.0164383561643836,"Positive"
"6655","2015","1967125","Rinard",48125,41198,0.132352941176471,"Positive"
"6656","2015","1913080","Cherokee",40811,11478,-0.0727722997228155,"Negative"
"6657","2015","1903115","Arthur",40833,9526,0.0710295081967213,"Positive"
"6658","2015","1903835","Aurora",47321,7348,-0.0375455081660463,"Negative"
"6659","2015","1943005","Lamont",42031,10080,-0.04706735892262,"Negative"
"6660","2015","1900190","Ackley",44063,5430,0.0486446607487089,"Positive"
"6661","2015","1965370","Radcliffe",53333,9377,0.00866193853427896,"Positive"
"6662","2015","1901135","Algona",50512,4017,0.00461416070007955,"Positive"
"6663","2015","1985260","Whittemore",42500,9958,0.0429447852760736,"Positive"
"6664","2015","1914655","Clutier",38125,7599,0.0251962998816823,"Positive"
"6665","2015","1978510","Toledo",46406,7437,0.0865879928818957,"Positive"
"6666","2015","1900865","Albert City",44342,4339,0.0407942916158107,"Positive"
"6667","2015","1901495","Alta",46458,10616,-0.115085714285714,"Negative"
"6668","2015","1957135","North Buena Vista",30250,6171,-0.16551724137931,"Negative"
"6669","2015","1970140","St. Olaf",39028,19709,0.00357427550206999,"Positive"
"6670","2015","1917220","Cresco",47426,6637,0.0387681794287717,"Positive"
"6671","2015","1915375","Columbus City",56103,4288,0.00108846936226402,"Positive"
"6672","2015","1910090","Calumet",59063,13344,0.098846511627907,"Positive"
"6673","2015","1976485","Sutherland",44896,6419,-0.068025657526,"Negative"
"6674","2015","1978825","Treynor",70000,9529,0.0538994278831677,"Positive"
"6675","2015","1912945","Chatsworth",NA,NA,NA,NA
"6676","2015","1937515","Hull",52969,4502,-0.00527699530516432,"Negative"
"6677","2015","1950430","Maurice",56406,6054,-0.00386754966887417,"Negative"
"6678","2015","1916860","Council Bluffs",45551,1578,0.00767631183081143,"Positive"
"6679","2015","1949755","Marshalltown",50396,1921,0.0337641025641026,"Positive"
"6680","2015","1906355","Bettendorf",75373,3327,0.0113244508848904,"Positive"
"6681","2015","1907075","Blue Grass",64185,8415,-0.0172706811813881,"Negative"
"6682","2015","1922980","Durant",60625,4122,-0.0102040816326531,"Negative"
"6683","2015","1924600","Eldridge",57750,14276,0.0284218399401645,"Positive"
"6684","2015","1944085","Le Claire",77127,7603,0.0137218563936753,"Positive"
"6685","2015","1967350","Riverdale",68750,13454,-0.0434782608695652,"Negative"
"6686","2015","1949170","Mapleton",40294,5598,0.0515958973823629,"Positive"
"6687","2015","1919630","Delaware",48438,5785,0.00531318749740567,"Positive"
"6688","2015","1961770","Parnell",57750,17317,0.165936484222002,"Positive"
