"","Year","GEOID","NAME","Total Workforce","Total Workforce moe","Workforce Commuting","Workforce Commuting moe","Percent Workforce Commuting","moe"
"6567","2015","1975450","Stockton",86,37,83,36,0.965116279069767,0.589611053354154
"6568","2015","1922035","Douds CDP",36,30,36,30,1,1.17851130197758
"6569","2015","1968385","Rodney",18,15,17,14,0.944444444444444,1.10651053735289
"6570","2015","1961725","Park View CDP",1340,275,1283,271,0.957462686567164,0.281976077784964
"6571","2015","1934770","Hartwick",56,31,54,31,0.964285714285714,0.769015510844488
"6572","2015","1972480","Shellsburg",541,115,504,109,0.931608133086876,0.282506780725613
"6573","2015","1959565","Orient",182,39,149,35,0.818681318681319,0.260304694149611
"6574","2015","1928965","Fredericksburg",430,97,259,66,0.602325581395349,0.204988471511433
"6575","2015","1943815","Lawler",175,42,143,41,0.817142857142857,0.305533318935254
"6576","2015","1955335","Nashua",771,109,589,91,0.763942931258106,0.159985103900471
"6577","2015","1957495","North Washington",70,25,67,23,0.957142857142857,0.474142949815393
"6578","2015","1903025","Arnolds Park",549,104,437,92,0.795992714025501,0.225431933555451
"6579","2015","1974415","Spirit Lake",2687,211,744,217,0.276888723483439,0.0836349777428839
"6580","2015","1904645","Barnum",102,25,89,24,0.872549019607843,0.317961388255765
"6581","2015","1975180","Steamboat Rock",147,34,122,30,0.829931972789116,0.280172846157602
"6582","2015","1979545","Union",208,45,174,44,0.836538461538462,0.278393536432149
"6583","2015","1942825","Lakota",99,24,92,24,0.929292929292929,0.33094108833501
"6584","2015","1944130","Ledyard",58,29,52,27,0.896551724137931,0.646264303930735
"6585","2015","1976755","Swea City",262,53,181,46,0.690839694656489,0.224400926979421
"6586","2015","1950880","Melbourne",451,79,405,75,0.8980044345898,0.228906217487437
"6587","2015","1925860","Estherville",2945,187,1079,150,0.366383701188455,0.0559953958703001
"6588","2015","1933240","Gruver",52,24,43,22,0.826923076923077,0.569785924220488
"6589","2015","1942330","Ladora",153,38,131,34,0.856209150326797,0.307577830914985
"6590","2015","1985845","Williamsburg",1606,195,931,164,0.579701120797011,0.124025163372963
"6591","2015","1983685","West Burlington",1447,142,751,148,0.519004837595024,0.114260192597193
"6592","2015","1921405","Dike",688,90,572,90,0.831395348837209,0.170119421173334
"6593","2015","1922890","Dunlap",583,83,383,67,0.656946826758148,0.148171061874507
"6594","2015","1945840","Little Sioux",54,24,47,20,0.87037037037037,0.535548921316788
"6595","2015","1953760","Montrose",388,80,339,73,0.873711340206186,0.260482457939173
"6596","2015","1914880","Coburg",13,8,10,9,0.769230769230769,0.838672600411924
"6597","2015","1917265","Creston",4012,204,846,176,0.21086739780658,0.045159704071536
"6598","2015","1908200","Brayton",81,24,73,23,0.901234567901235,0.389787493625311
"6599","2015","1932565","Gray",100,65,79,49,0.79,0.709776197121318
"6600","2015","1903340","Aspinwall",10,8,8,7,0.8,0.94847245611035
"6601","2015","1919945","Denison",3522,277,630,198,0.178875638841567,0.0579515926981342
"6602","2015","1948855","Manilla",385,65,285,54,0.74025974025974,0.18786304713512
"6603","2015","1901090","Alexander",69,27,58,25,0.840579710144927,0.489351560880689
"6604","2015","1987240","Wyoming",220,58,183,47,0.831818181818182,0.306156656690491
"6605","2015","1901675","Alvord",142,35,116,31,0.816901408450704,0.29698584094351
"6606","2015","1945795","Little Rock",252,52,209,49,0.829365079365079,0.259031155859656
"6607","2015","1928245","Fonda",246,48,187,42,0.760162601626016,0.22616243389877
"6608","2015","1930945","Gilmore City",195,44,158,38,0.81025641025641,0.267209207063028
"6609","2015","1961050","Palmer",65,19,53,19,0.815384615384615,0.3771621212582
"6610","2015","1963975","Pocahontas",770,76,319,58,0.414285714285714,0.0857078923637041
"6611","2015","1913530","Clarence",407,77,268,63,0.658476658476658,0.198694859252331
"6612","2015","1919360","Decatur City",92,28,67,25,0.728260869565217,0.350668631687028
"6613","2015","1983190","Weldon",62,29,60,28,0.967741935483871,0.639413319148624
"6614","2015","1957945","Numa",29,13,29,13,1,0.633957803822422
"6615","2015","1905185","Beaver",50,32,50,32,1,0.905096679918781
"6616","2015","1928920","Fraser",88,45,87,45,0.988636363636364,0.719080167204407
"6617","2015","1961905","Paullina",460,71,316,68,0.68695652173913,0.181920216023346
"6618","2015","1970410","Sanborn",575,85,318,65,0.55304347826087,0.139508372190651
"6619","2015","1941565","Kirkville",88,29,84,29,0.954545454545455,0.455578805213451
"6620","2015","1904330","Baldwin",47,23,46,23,0.978723404255319,0.684739176263503
"6621","2015","1956055","Newhall",478,85,405,70,0.847280334728033,0.210110088801256
"6622","2015","1952455","Milo",416,76,379,75,0.911057692307692,0.245371715821609
"6623","2015","1934680","Hartford",356,55,338,54,0.949438202247191,0.211007872810298
"6624","2015","1942555","Lake Mills",916,116,474,94,0.517467248908297,0.12175863980462
"6625","2015","1905590","Belle Plaine",1128,112,726,107,0.643617021276596,0.114376347962087
"6626","2015","1906805","Blairstown",339,78,289,72,0.852507374631268,0.289110551022626
"6627","2015","1909910","California Junction CDP",61,49,61,49,1,1.13600761567675
"6628","2015","1908020","Bradford CDP",31,24,24,23,0.774193548387097,0.953792132739812
"6629","2015","1912675","Chapin CDP",95,118,95,118,1,1.7566021090529
"6630","2015","1914385","Climbing Hill CDP",99,67,91,63,0.919191919191919,0.889910912551403
"6631","2015","1915870","Conroy CDP",175,96,143,86,0.817142857142857,0.665161759422035
"6632","2015","1916320","Corley CDP",21,14,21,14,1,0.942809041582063
"6633","2015","1919990","Denmark CDP",173,53,151,52,0.872832369942196,0.402305423834697
"6634","2015","1921320","Diamondhead Lake CDP",171,63,147,56,0.859649122807018,0.455580611819355
"6635","2015","1922710","Duncan CDP",36,45,36,45,1,1.76776695296637
"6636","2015","1979950","Urbandale",22990,708,17644,788,0.767464114832536,0.0416345221580822
"6637","2015","1924690","Elkader",662,97,287,65,0.433534743202417,0.116944616016863
"6638","2015","1929910","Garnavillo",406,70,292,65,0.719211822660099,0.202504425445488
"6639","2015","1966405","Remsen",900,110,513,84,0.57,0.116466971951517
"6640","2015","1919180","Dayton",310,55,223,41,0.719354838709677,0.183795993104909
"6641","2015","1902755","Arion",90,45,89,45,0.988888888888889,0.70318938319771
"6642","2015","1912900","Charter Oak",301,71,209,49,0.694352159468439,0.230924296974315
"6643","2015","1943590","Latimer",216,65,160,50,0.740740740740741,0.321359136042375
"6644","2015","1952275","Millerton",6,7,6,7,1,1.64991582276861
"6645","2015","1972075","Sharpsburg",34,15,28,15,0.823529411764706,0.571523759832489
"6646","2015","1921675","Dolliver",38,17,29,13,0.763157894736842,0.483320464848444
"6647","2015","1965640","Randolph",79,21,70,21,0.886075949367089,0.355162577631728
"6648","2015","1935670","Hedrick",320,69,251,64,0.784375,0.261926034584052
"6649","2015","1941070","Keswick",118,35,100,30,0.847457627118644,0.357520259404489
"6650","2015","1905140","Beaman",119,41,110,40,0.92436974789916,0.463050854360635
"6651","2015","1930810","Gillett Grove",23,14,20,14,0.869565217391304,0.806640866381075
"6652","2015","1932970","Greenville",55,28,53,28,0.963636363636364,0.706994222426437
"6653","2015","1903475","Atkins",939,94,840,92,0.894568690095847,0.132736557564321
"6654","2015","1946245","Lohrville",170,39,141,38,0.829411764705882,0.293548402929958
"6655","2015","1967125","Rinard",37,18,34,19,0.918918918918919,0.680839447362539
"6656","2015","1913080","Cherokee",2461,194,847,197,0.344169036976839,0.0845214887703219
"6657","2015","1903115","Arthur",98,28,84,28,0.857142857142857,0.376307937032363
"6658","2015","1903835","Aurora",97,29,73,26,0.752577319587629,0.34995701041216
"6659","2015","1943005","Lamont",181,30,159,32,0.878453038674033,0.229032798797075
"6660","2015","1900190","Ackley",792,109,527,81,0.66540404040404,0.137280991825256
"6661","2015","1965370","Radcliffe",304,70,245,66,0.805921052631579,0.285608784041962
"6662","2015","1901135","Algona",2759,132,775,145,0.280898876404494,0.0542463630116136
"6663","2015","1985260","Whittemore",263,65,185,52,0.703422053231939,0.263279937601396
"6664","2015","1914655","Clutier",85,32,77,32,0.905882352941176,0.507973487233807
"6665","2015","1978510","Toledo",956,114,663,98,0.693514644351464,0.131710260308107
"6666","2015","1900865","Albert City",319,50,192,39,0.601880877742947,0.154423367925863
"6667","2015","1901495","Alta",1027,123,755,100,0.735150925024343,0.131275518305525
"6668","2015","1957135","North Buena Vista",29,14,28,13,0.96551724137931,0.64669268762784
"6669","2015","1970140","St. Olaf",73,34,66,32,0.904109589041096,0.607844318062474
"6670","2015","1917220","Cresco",1759,152,627,95,0.356452529846504,0.0621741519999529
"6671","2015","1915375","Columbus City",219,57,202,54,0.922374429223744,0.344141005610019
"6672","2015","1910090","Calumet",114,29,101,29,0.885964912280702,0.339863250282896
"6673","2015","1976485","Sutherland",269,52,177,38,0.657992565055762,0.190090027874889
"6674","2015","1978825","Treynor",525,86,423,78,0.805714285714286,0.19872885912778
"6675","2015","1912945","Chatsworth",36,25,33,23,0.916666666666667,0.901889995580916
"6676","2015","1937515","Hull",1213,144,734,105,0.605111294311624,0.112486929589869
"6677","2015","1950430","Maurice",165,42,142,43,0.860606060606061,0.340447169037028
"6678","2015","1916860","Council Bluffs",30103,673,14778,666,0.49091452679135,0.024696710093471
"6679","2015","1949755","Marshalltown",12003,479,2238,345,0.186453386653337,0.0296903005746969
"6680","2015","1906355","Bettendorf",16723,506,12502,564,0.747593135203014,0.0406094714112241
"6681","2015","1907075","Blue Grass",696,90,611,84,0.877873563218391,0.165687535515276
"6682","2015","1922980","Durant",1043,118,737,92,0.706615532118888,0.119043637744761
"6683","2015","1924600","Eldridge",2878,259,2196,267,0.763029881862405,0.115420946130484
"6684","2015","1944085","Le Claire",2215,216,1935,200,0.873589164785553,0.124137820469621
"6685","2015","1967350","Riverdale",222,51,196,51,0.882882882882883,0.306453103499311
"6686","2015","1949170","Mapleton",610,88,323,65,0.529508196721311,0.131109158696738
"6687","2015","1919630","Delaware",86,23,76,22,0.883720930232558,0.34828041980453
"6688","2015","1961770","Parnell",127,45,123,44,0.968503937007874,0.48764573209297
"6689","2015","1917895","Curlew",37,19,34,21,0.918918918918919,0.738106437901516
"6690","2015","1917985","Cylinder",40,20,28,17,0.7,0.550567888638631
"6691","2015","1905905","Benton",25,13,23,13,0.92,0.706587970460862
"6692","2015","1919810","Delphos",6,6,6,6,1,1.41421356237309
"6693","2015","1936705","Holland",135,29,122,24,0.903703703703704,0.263231808633425
"6694","2015","1963075","Pisgah",107,27,90,24,0.841121495327103,0.308801344110953
"6695","2015","1940845","Keokuk",4368,245,1220,180,0.279304029304029,0.0440861757498115
"6696","2015","1980985","Villisca",525,69,294,57,0.56,0.131166745412245
"6697","2015","1980130","Vail",234,57,223,57,0.952991452991453,0.336488413401975
"6698","2015","1930135","Geneva",63,28,60,27,0.952380952380952,0.602361839860569
"6699","2015","1941295","Kimballton",152,31,134,29,0.881578947368421,0.26215857662532
"6700","2015","1960645","Oxford",530,102,454,92,0.856603773584906,0.239393318727038
"6701","2015","1972840","Shueyville",317,46,288,45,0.908517350157729,0.193731805210153
"6702","2015","1909730","Bussey",209,51,185,50,0.885167464114832,0.322316882164669
"6703","2015","1969195","Rudd",183,49,149,43,0.814207650273224,0.320532901586457
"6704","2015","1926445","Fairfield",3948,424,702,217,0.177811550151976,0.058187355169485
"6705","2015","1956145","New Hartford",279,65,258,67,0.924731182795699,0.322618770901817
"6706","2015","1948720","Malvern",506,93,379,82,0.74901185770751,0.212634365604527
"6707","2015","1900370","Adair",432,68,271,49,0.627314814814815,0.15038556425818
"6708","2015","1939225","Jamaica",105,38,95,34,0.904761904761905,0.46050843306839
"6709","2015","1942690","Lake View",497,66,307,62,0.617706237424547,0.149301736140866
"6710","2015","1947730","Lytton",185,44,132,43,0.713513513513514,0.287790026216078
"6711","2015","1930675","Gilbertville",397,101,381,101,0.959697732997481,0.352611750469215
"6712","2015","1914115","Cleghorn",121,28,101,25,0.834710743801653,0.282838576857524
"6713","2015","1943500","Larrabee",87,30,85,30,0.977011494252874,0.482087151240796
"6714","2015","1982380","Washta",97,31,81,31,0.835051546391753,0.416361613988435
"6715","2015","1935580","Hazleton",388,90,356,89,0.917525773195876,0.312908397292934
"6716","2015","1938100","Independence",2950,151,1259,192,0.426779661016949,0.0686530600374204
"6717","2015","1965235","Quasqueton",250,53,206,47,0.824,0.256631832288982
"6718","2015","1960465","Ottumwa",10912,402,2094,257,0.191898826979472,0.0245902062706806
"6719","2015","1959745","Osage",1848,129,620,120,0.335497835497836,0.0690292347675147
"6720","2015","1901630","Altoona",8656,385,6719,453,0.776224584103512,0.0626958548154513
"6721","2015","1939765","Johnston",10400,449,8084,495,0.777307692307692,0.0582373123982545
"6722","2015","1922845","Dunkerton",418,77,356,76,0.851674641148325,0.240148949933288
"6723","2015","1965820","Raymond",453,77,422,75,0.931567328918322,0.229094951176415
"6724","2015","1951150","Meriden",105,29,100,29,0.952380952380952,0.38140589569161
"6725","2015","1974505","Springbrook",90,34,68,32,0.755555555555556,0.455950914125697
"6726","2015","1969285","Russell",192,44,171,41,0.890625,0.295393790079817
"6727","2015","1900235","Ackworth",14,12,14,12,1,1.21218305346265
"6728","2015","1957675","Norwalk",5410,263,4672,294,0.86358595194085,0.0686712843851009
"6729","2015","1970590","Sandyville",30,19,27,18,0.9,0.827586853448023
"6730","2015","1974685","Spring Hill",15,15,15,15,1,1.4142135623731
"6731","2015","1907840","Boyden",399,73,302,64,0.756892230576441,0.211907817833655
"6732","2015","1947100","Lucas",113,38,102,35,0.902654867256637,0.43367804561792
"6733","2015","1921900","Doon",257,49,187,41,0.727626459143969,0.211416432573009
"6734","2015","1952050","Miles",219,44,182,43,0.831050228310502,0.257741735981311
"6735","2015","1953265","Monmouth",71,38,71,38,1,0.756903033382783
"6736","2015","1903295","Ashton",239,50,200,49,0.836820083682008,0.269596030047311
"6737","2015","1975630","Storm Lake",5365,269,677,191,0.12618825722274,0.0361589716735353
"6738","2015","1904510","Bankston",71,72,69,72,0.971830985915493,1.41407729162639
"6739","2015","1950935","Melcher-Dallas",470,118,383,110,0.814893617021277,0.31085866984106
"6740","2015","1976665","Swan",25,11,23,11,0.92,0.597882128851499
"6741","2015","1932520","Gravity",71,26,70,26,0.985915492957746,0.514246906021094
"6742","2015","1926985","Farragut",217,38,191,36,0.880184331797235,0.226449855351767
"6743","2015","1940395","Kelley",202,46,190,46,0.940594059405941,0.312629213070389
"6744","2015","1947775","McCallsburg",158,29,138,28,0.873417721518987,0.238966088361295
"6745","2015","1973515","Slater",800,110,721,103,0.90125,0.178698611084461
"6746","2015","1975675","Story City",1613,176,1004,176,0.622442653440794,0.128524108772529
"6747","2015","1930900","Gilman",342,74,306,71,0.894736842105263,0.283864278338408
"6748","2015","1975135","State Center",641,117,494,101,0.770670826833073,0.211222056312635
"6749","2015","1921720","Donahue",212,47,206,46,0.971698113207547,0.305758328778644
"6750","2015","1925500","Emerson",230,58,198,56,0.860869565217391,0.326204277955011
"6751","2015","1949845","Martelle",132,34,120,32,0.909090909090909,0.337046459266371
"6752","2015","1959250","Onslow",93,30,76,28,0.817204301075269,0.40017347705527
"6753","2015","1945975","Livermore",234,51,191,48,0.816239316239316,0.271524198064077
"6754","2015","1931890","Grafton",173,40,141,35,0.815028901734104,0.276481630830712
"6755","2015","1935310","Hawkeye",247,56,221,53,0.894736842105263,0.295284043917332
"6756","2015","1958620","Oelwein",2916,183,1156,185,0.396433470507545,0.0681468331174788
"6757","2015","1984180","Westgate",115,40,101,37,0.878260869565217,0.44366129624483
"6758","2015","1958170","Oakland Acres",72,21,67,20,0.930555555555556,0.388361928715669
"6759","2015","1964470","Prairie City",863,135,769,127,0.891077636152955,0.202698220881619
"6760","2015","1959925","Oskaloosa",5509,303,2295,248,0.416591032855328,0.0505128953631051
"6761","2015","1952590","Minden",311,52,276,51,0.887459807073955,0.22115618169815
"6762","2015","1972300","Shelby",294,60,247,51,0.840136054421769,0.243903473128317
"6763","2015","1944310","Leighton",81,30,65,28,0.802469135802469,0.455881820086839
"6764","2015","1912990","Chelsea",81,28,73,28,0.901234567901235,0.465349145628961
"6765","2015","1953850","Moorhead",95,20,71,17,0.747368421052632,0.238281897979418
"6766","2015","1946830","Lovilia",206,53,183,49,0.888349514563107,0.329874428468007
"6767","2015","1963885","Plymouth",197,45,182,45,0.923857868020305,0.310988369968398
"6768","2015","1954930","Moville",824,112,632,100,0.766990291262136,0.159988607424582
"6769","2015","1926895","Farmington",326,74,249,62,0.763803680981595,0.257352216547157
"6770","2015","1940935","Keosauqua",431,78,144,46,0.334106728538283,0.122666098853978
"6771","2015","1960780","Oyens",46,25,39,22,0.847826086956522,0.664113773034254
"6772","2015","1971625","Sergeant Bluff",2155,239,1687,226,0.782830626450116,0.136146552598356
"6773","2015","1936480","Hinton",430,67,354,62,0.823255813953488,0.192987112852512
"6774","2015","1973650","Smithland",81,36,73,34,0.901234567901235,0.580199889782074
"6775","2015","1915645","Conesville",218,61,200,58,0.917431192660551,0.369711431650494
"6776","2015","1945615","Lisbon",949,175,770,159,0.811380400421496,0.224628781821003
"6777","2015","1966450","Renwick",135,40,87,36,0.644444444444444,0.327981215558375
"6778","2015","1969375","Rutland",43,14,42,13,0.976744186046512,0.438783487286892
"6779","2015","1977790","Thor",86,26,76,24,0.883720930232558,0.386342484852255
"6780","2015","1953625","Monticello",1874,133,857,139,0.457310565635005,0.0809629643979706
"6781","2015","1939855","Joice",100,23,80,22,0.8,0.286803068323894
"6782","2015","1970050","St. Lucas",94,33,73,29,0.776595744680851,0.411714076365289
"6783","2015","1984765","West Union",1275,118,457,75,0.35843137254902,0.0675323664579732
"6784","2015","1904915","Baxter",450,91,326,72,0.724444444444444,0.216937521588888
"6785","2015","1922305","Dows",224,57,189,49,0.84375,0.306511783842087
"6786","2015","1932790","Greenfield",987,118,427,99,0.432624113475177,0.112854114829164
"6787","2015","1975810","Stratford",282,46,199,37,0.705673758865248,0.174542885300196
"6788","2015","1914835","Coalville CDP",289,79,266,81,0.920415224913495,0.376640883629047
"6789","2015","1926940","Farnhamville",179,34,138,31,0.770949720670391,0.226796664684968
"6790","2015","1909955","Callender",184,42,166,41,0.902173913043478,0.303412330942436
"6791","2015","1934410","Harcourt",128,30,103,27,0.8046875,0.282955956298846
"6792","2015","1960105","Otho",257,52,246,51,0.957198443579767,0.277289785157454
"6793","2015","1937425","Hubbard",392,70,243,55,0.619897959183674,0.178716050238198
"6794","2015","1961815","Paton",138,35,115,33,0.833333333333333,0.319144654447354
"6795","2015","1967215","Rippey",107,26,98,25,0.91588785046729,0.322675373842885
"6796","2015","1924465","Eldora",1183,120,441,89,0.372781065088757,0.084200989538765
"6797","2015","1904420","Bancroft",326,53,203,44,0.622699386503067,0.168717302286938
"6798","2015","1923160","Dysart",767,122,466,78,0.607561929595828,0.140289214104052
"6799","2015","1945255","Lincoln",56,21,50,20,0.892857142857143,0.489547147309404
"6800","2015","1932115","Grandview",214,52,211,51,0.985981308411215,0.337928931698775
"6801","2015","1982200","Wapello",897,125,561,99,0.625418060200669,0.140630418980454
"6802","2015","1964650","Primghar",477,97,268,73,0.561844863731656,0.190984470554019
"6803","2015","1929955","Garner",1586,107,759,103,0.478562421185372,0.0725261036176515
"6804","2015","1919855","Delta",95,24,83,22,0.873684210526316,0.319915965669664
"6805","2015","1940980","Keota",391,54,223,40,0.570332480818414,0.129112042562555
"6806","2015","1959070","Ollie",100,31,93,34,0.93,0.445776726624439
"6807","2015","1974055","South English",140,40,127,37,0.907142857142857,0.370166334731559
"6808","2015","1983055","Webster",75,30,74,29,0.986666666666667,0.552515057612812
"6809","2015","1954750","Mount Sterling CDP",17,13,14,11,0.823529411764706,0.902928562768798
"6810","2015","1941520","Kirkman",37,25,37,25,1,0.955549704306145
"6811","2015","1934005","Hancock",69,20,55,16,0.797101449275362,0.327340036203281
"6812","2015","1968700","Rose Hill",69,31,68,31,0.985507246376812,0.630783973905875
"6813","2015","1906085","Bernard",85,25,78,24,0.917647058823529,0.390598436765196
"6814","2015","1912630","Centralia",89,24,83,26,0.932584269662921,0.385469401514881
"6815","2015","1966810","Rickardsville",85,25,70,24,0.823529411764706,0.372009493595783
"6816","2015","1987060","Worthington",247,45,217,39,0.878542510121457,0.224831990566852
"6817","2015","1920035","Denver",956,121,692,94,0.723849372384937,0.134393946248024
"6818","2015","1900505","Adel",2032,143,1359,169,0.668799212598425,0.0955633167235887
"6819","2015","1919135","Dawson",91,39,89,39,0.978021978021978,0.599468181066474
"6820","2015","1979500","Underwood",408,61,360,58,0.882352941176471,0.193937024775163
"6821","2015","1905050","Beacon",209,52,202,50,0.966507177033493,0.339203880270345
"6822","2015","1926400","Fairfax",1273,154,1117,153,0.87745483110762,0.160352593976415
"6823","2015","1931035","Gladbrook",373,54,318,51,0.85254691689008,0.184197221882432
"6824","2015","1955560","Neola",437,63,354,54,0.810068649885583,0.170023073050371
"6825","2015","1919675","Delhi",226,57,154,42,0.68141592920354,0.253126761827514
"6826","2015","1909685","Burt",207,41,143,36,0.690821256038647,0.221287171991761
"6827","2015","1978735","Traer",783,78,509,66,0.650063856960409,0.106294471660099
"6828","2015","1974955","Stanley",53,18,43,14,0.811320754716981,0.381706182083541
"6829","2015","1927390","Fertile",185,41,174,40,0.940540540540541,0.300330490014195
"6830","2015","1923520","East Amana CDP",23,19,23,19,1,1.16826337761256
"6831","2015","1929325","Frytown CDP",48,76,48,76,1,2.2391714737574
"6832","2015","1929730","Garden City CDP",36,17,36,17,1,0.667823071120628
"6833","2015","1932925","Green Mountain CDP",52,25,40,22,0.769230769230769,0.561927711903402
"6834","2015","1935490","Hayfield CDP",0,9,0,9,NA,NA
"6835","2015","1936030","High Amana CDP",66,34,62,32,0.939393939393939,0.685030293180376
"6836","2015","1936660","Holiday Lake CDP",179,64,179,64,1,0.505640603306582
"6837","2015","1936975","Homestead CDP",92,79,92,79,1,1.21437903725516
"6838","2015","1937875","Hutchins CDP",11,13,11,13,1,1.67134330098638
"6839","2015","1938955","Irvington CDP",13,16,13,16,1,1.74057053830535
"6840","2015","1939180","Jacksonville CDP",15,20,15,20,1,1.88561808316413
"6841","2015","1940710","Kent CDP",16,25,16,25,1,2.20970869120796
"6842","2015","1948500","Maharishi Vedic City",319,143,130,88,0.407523510971787,0.330866955862486
"6843","2015","1908065","Bradgate",35,21,32,21,0.914285714285714,0.812976390951729
"6844","2015","1937560","Humboldt",2038,138,945,139,0.46368989205103,0.0750842135086725
"6845","2015","1901990","Anamosa",1843,200,1133,183,0.614758545849159,0.119624505251131
"6846","2015","1934995","Hastings",73,35,63,27,0.863013698630137,0.554984068571922
"6847","2015","1935715","Henderson",71,20,64,19,0.901408450704225,0.368899798989085
"6848","2015","1948900","Manly",679,124,562,110,0.827687776141384,0.221567959379205
"6849","2015","1957630","Northwood",946,120,500,92,0.528541226215645,0.118122632842796
"6850","2015","1902845","Arlington",252,43,194,40,0.76984126984127,0.206036857954117
"6851","2015","1914250","Clermont",336,59,275,58,0.818452380952381,0.224614608131245
"6852","2015","1950610","Maynard",237,53,185,47,0.780590717299578,0.264196523185443
"6853","2015","1915060","Colfax",863,157,655,119,0.758980301274623,0.195138497587928
"6854","2015","1942870","Lambs Grove",96,34,91,34,0.947916666666667,0.487998230091522
"6855","2015","1947595","Lynnville",290,78,242,74,0.83448275862069,0.339837395727201
"6856","2015","1980175","Valeria",22,13,21,12,0.954545454545455,0.784648072386704
"6857","2015","1943725","Laurens",670,65,169,34,0.252238805970149,0.0563383541261106
"6858","2015","1905770","Bennett",187,56,167,54,0.893048128342246,0.393586870515174
"6859","2015","1928515","Fort Dodge",10466,444,2012,251,0.192241544047392,0.0253311720030334
"6860","2015","1931710","Gowrie",439,72,293,69,0.667425968109339,0.191537098541578
"6861","2015","1955695","Nevada",3381,203,2133,224,0.630878438331855,0.0763165195078452
"6862","2015","1925005","Ellston",12,9,9,8,0.75,0.87226755897743
"6863","2015","1971940","Shannon City",36,14,31,14,0.861111111111111,0.513202559515666
"6864","2015","1950520","Maxwell",505,75,438,71,0.867326732673267,0.190680197526822
"6865","2015","1900955","Albion",260,55,232,56,0.892307692307692,0.286391143820561
"6866","2015","1982470","Waterville",71,19,64,16,0.901408450704225,0.330108494604049
"6867","2015","1918435","Danville",494,84,380,75,0.769230769230769,0.200396146796652
"6868","2015","1950790","Mediapolis",624,108,412,92,0.66025641025641,0.18653727050357
"6869","2015","1933195","Grundy Center",1281,99,705,96,0.550351288056206,0.0861700505712822
"6870","2015","1948495","Magnolia",91,23,87,22,0.956043956043956,0.341812405918591
"6871","2015","1952995","Modale",155,50,145,52,0.935483870967742,0.451236026252581
"6872","2015","1959835","Osceola",2295,216,571,123,0.24880174291939,0.0584870779040262
"6873","2015","1929775","Garden Grove",85,29,77,29,0.905882352941176,0.460350972805637
"6874","2015","1942960","Lamoni",1230,133,302,78,0.245528455284553,0.0687478425344956
"6875","2015","1955065","Murray",289,56,252,51,0.8719723183391,0.244316456441464
"6876","2015","1923250","Eagle Grove",1624,128,782,125,0.481527093596059,0.085818819745801
"6877","2015","1956100","New Hampton",1668,132,634,100,0.380095923261391,0.0670747734989975
"6878","2015","1952095","Milford",1525,130,1049,124,0.687868852459016,0.100249544339907
"6879","2015","1958710","Okoboji",416,108,331,90,0.795673076923077,0.299126057763542
"6880","2015","1911395","Casey",184,44,166,44,0.902173913043478,0.322065089065491
"6881","2015","1939000","Irwin",201,55,125,31,0.621890547263682,0.229660722136102
"6882","2015","1977430","Tennant",34,16,32,16,0.941176470588235,0.646234880549689
"6883","2015","1901585","Alton",799,103,677,94,0.847309136420526,0.1605350302854
"6884","2015","1950385","Matlock",60,23,53,21,0.883333333333333,0.486988177030923
"6885","2015","1947955","Macedonia",135,33,118,32,0.874074074074074,0.319121047277188
"6886","2015","1952230","Millersburg",113,48,103,45,0.911504424778761,0.555429144088905
"6887","2015","1910225","Cambridge",383,70,325,57,0.848563968668407,0.214946073414555
"6888","2015","1987555","Zearing",307,68,233,57,0.758957654723127,0.250465117543416
"6889","2015","1914160","Clemons",65,19,59,18,0.907692307692308,0.383515295201252
"6890","2015","1943680","Laurel",146,58,140,58,0.958904109589041,0.550387886534473
"6891","2015","1912855","Charlotte",208,49,177,48,0.850961538461538,0.30568188729673
"6892","2015","1984945","Wheatland",268,50,185,41,0.690298507462687,0.199976332189788
"6893","2015","1949305","Marble Rock",145,34,124,31,0.855172413793103,0.293116085330298
"6894","2015","1908650","Bronson",163,43,159,43,0.975460122699387,0.368525570461542
"6895","2015","1972345","Sheldahl",148,49,133,41,0.898648648648649,0.406528518299164
"6896","2015","1964740","Princeton",541,92,480,89,0.88724584103512,0.223223361175503
"6897","2015","1943050","La Motte",112,27,99,23,0.883928571428571,0.295937276473645
"6898","2015","1949215","Maquoketa",2756,191,1008,151,0.365747460087083,0.060368796267843
"6899","2015","1964605","Preston",564,76,405,68,0.718085106382979,0.154595009596906
"6900","2015","1969510","Sabula",244,77,204,68,0.836065573770492,0.383769504001816
"6901","2015","1987690","Zwingle",57,29,57,29,1,0.719512163312627
"6902","2015","1956370","New Market",182,34,156,32,0.857142857142857,0.237811574486645
"6903","2015","1953895","Moorland",82,28,64,22,0.780487804878049,0.378163316920582
"6904","2015","1981075","Vincent",83,25,77,25,0.927710843373494,0.410860090563769
"6905","2015","1949395","Marengo",1283,126,730,126,0.568978955572876,0.112991233896471
"6906","2015","1904105","Ayrshire",81,31,72,28,0.888888888888889,0.484999594129985
"6907","2015","1948585","Mallard",153,40,127,38,0.830065359477124,0.329817003670802
"6908","2015","1901855","Ames",33423,936,8041,707,0.240582832181432,0.0222001506644732
"6909","2015","1969780","St. Anthony",41,17,39,17,0.951219512195122,0.572257998723419
"6910","2015","1921540","Dixon",125,36,123,36,0.984,0.404048296202323
