address,city,state,full_address,source,city_id,image_name,image_url,lon,lat,date,parcel_num,floors_num,bedrooms_num,bathrooms_num,basement,heating,cooling,yr_built,own_v_rent,age_tenants,tenants_num,type_property,sqft,curr_price,prev_price,county,clear_image,test_failed,rand_select,vegetation,vegetation_confidence,siding,siding_confidence,gutter,gutter_confidence,roof,roof_confidence,img_used
502 NE 4TH ST,Ogden,Iowa,"502 NE 4TH ST, Ogden, Iowa",,,,,-94.0241901,42.0432371,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.74,poor_siding,37.26,good_gutter,70.47,FALSE,0,G_OG_502 NE 4TH ST_
414 NE 2ND ST,Ogden,Iowa,"414 NE 2ND ST, Ogden, Iowa",,,,,-94.0270224,42.0425588,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.67,chipped_paint,35.99,good_gutter,68.68,FALSE,0,G_OG_414 NE 2ND ST_
514 NE 4TH ST,Ogden,Iowa,"514 NE 4TH ST, Ogden, Iowa",,,,,-94.0242699,42.043466,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.39,poor_siding,37.08,good_gutter,70.61,FALSE,0,G_OG_514 NE 4TH ST_
501 NE 3RD ST,Ogden,Iowa,"501 NE 3RD ST, Ogden, Iowa",,,,,-94.0250677,42.043245,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.74,poor_siding,36.7,good_gutter,65.96,FALSE,0,G_OG_501 NE 3RD ST_
526 NE 4TH ST,Ogden,Iowa,"526 NE 4TH ST, Ogden, Iowa",,,,,-94.0244693,42.0437679,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.12,poor_siding,37.21,poor/no_gutter,53.89,FALSE,0,G_OG_526 NE 4TH ST_
225 NE 4TH ST,Ogden,Iowa,"225 NE 4TH ST, Ogden, Iowa",,,,,-94.0237114,42.0408599,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.2,poor_siding,40.11,poor/no_gutter,59.44,FALSE,0,G_OG_225 NE 4TH ST_
601 W SYCAMORE ST,Ogden,Iowa,"601 W SYCAMORE ST, Ogden, Iowa",,,,,-94.0348419,42.0412422,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.98,poor_siding,39.33,poor/no_gutter,71.93,FALSE,0,G_OG_601 W SYCAMORE ST_
420 E MAPLE ST,Ogden,Iowa,"420 E MAPLE ST, Ogden, Iowa",,,,,-94.0229735,42.0418317,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
444 E MAPLE ST,Ogden,Iowa,"444 E MAPLE ST, Ogden, Iowa",,,,,-94.0220959,42.0417079,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.67,poor_siding,37.44,good_gutter,67.4,FALSE,0,G_OG_444 E MAPLE ST_
102 E LOCUST ST,Ogden,Iowa,"102 E LOCUST ST, Ogden, Iowa",,,,,-94.0277903,42.0399159,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.4,poor_siding,37.18,good_gutter,54.33,FALSE,0,G_OG_102 E LOCUST ST_
614 NW 3RD ST,Ogden,Iowa,"614 NW 3RD ST, Ogden, Iowa",,,,,-94.0310916,42.0446171,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.3,poor_siding,38.95,poor/no_gutter,60.06,FALSE,0,G_OG_614 NW 3RD ST_
702 W CHERRY ST,Ogden,Iowa,"702 W CHERRY ST, Ogden, Iowa",,,,,-94.0366374,42.0438048,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,48.26,poor_siding,37.2,good_gutter,69.8,FALSE,0,G_OG_702 W CHERRY ST_
207 W SYCAMORE ST,Ogden,Iowa,"207 W SYCAMORE ST, Ogden, Iowa",,,,,-94.0299346,42.0412598,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
608 W LOCUST ST,Ogden,Iowa,"608 W LOCUST ST, Ogden, Iowa",,,,,-94.0350813,42.0398051,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,48.3,poor_siding,38.33,poor/no_gutter,68.95,FALSE,0,G_OG_608 W LOCUST ST_
614 W LOCUST ST,Ogden,Iowa,"614 W LOCUST ST, Ogden, Iowa",,,,,-94.0354404,42.0398311,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.3,poor_siding,38,poor/no_gutter,68.89,FALSE,0,G_OG_614 W LOCUST ST_
"Mace, Pamela C (DED)",Ogden,Iowa,"Mace, Pamela C (DED), Ogden, Iowa",,,,,-94.0320167,42.0395595,,,,,,,,,,,,,,,,,,TRUE,None,FALSE,no_garden,39.74,chipped_paint,35.33,good_gutter,68.21,FALSE,0,"G_OG_Mace, Pamela C (DED)_"
201 W ELM ST,Ogden,Iowa,"201 W ELM ST, Ogden, Iowa",,,,,-94.0298349,42.0432904,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
413 NE 3RD ST,Ogden,Iowa,"413 NE 3RD ST, Ogden, Iowa",,,,,-94.0250278,42.04259,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.54,poor_siding,37.11,poor/no_gutter,62.99,FALSE,0,G_OG_413 NE 3RD ST_
425 NE 3RD ST,Ogden,Iowa,"425 NE 3RD ST, Ogden, Iowa",,,,,-94.0251076,42.0428961,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.41,poor_siding,37.35,good_gutter,66.41,FALSE,0,G_OG_425 NE 3RD ST_
208 E SYCAMORE ST,Ogden,Iowa,"208 E SYCAMORE ST, Ogden, Iowa",,,,,-94.0261448,42.0408133,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.26,poor_siding,39.51,good_gutter,67.02,FALSE,0,G_OG_208 E SYCAMORE ST_
514 N 1ST ST,Ogden,Iowa,"514 N 1ST ST, Ogden, Iowa",,,,,-94.0283788,42.043631,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,50.1,poor_siding,37.75,good_gutter,64.45,FALSE,0,G_OG_514 N 1ST ST_
501 W MAPLE ST,Ogden,Iowa,"501 W MAPLE ST, Ogden, Iowa",,,,,-94.0335652,42.0423295,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.77,poor_siding,36.27,good_gutter,66.12,FALSE,0,G_OG_501 W MAPLE ST_
402 NW 4TH ST,Ogden,Iowa,"402 NW 4TH ST, Ogden, Iowa",,,,,-94.0324481,42.0422915,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
313 W SYCAMORE ST,Ogden,Iowa,"313 W SYCAMORE ST, Ogden, Iowa",,,,,-94.0313908,42.0414211,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
425 NE 4TH ST,Ogden,Iowa,"425 NE 4TH ST, Ogden, Iowa",,,,,-94.0235319,42.0428161,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
307 NE 4TH ST,Ogden,Iowa,"307 NE 4TH ST, Ogden, Iowa",,,,,-94.02355,42.0414079,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,38.66,poor_siding,35.54,good_gutter,52.3,FALSE,0,G_OG_307 NE 4TH ST_
419 NE 3RD ST,Ogden,Iowa,"419 NE 3RD ST, Ogden, Iowa",,,,,-94.0250677,42.042743,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.06,poor_siding,36.66,poor/no_gutter,63.95,FALSE,0,G_OG_419 NE 3RD ST_
401 N 1ST ST,Ogden,Iowa,"401 N 1ST ST, Ogden, Iowa",,,,,-94.0278203,42.0422992,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.39,poor_siding,38.64,poor/no_gutter,72.36,FALSE,0,G_OG_401 N 1ST ST_
307 NE 3RD ST,Ogden,Iowa,"307 NE 3RD ST, Ogden, Iowa",,,,,-94.0251076,42.0414288,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.01,poor_siding,38.49,poor/no_gutter,71.8,FALSE,0,G_OG_307 NE 3RD ST_
101 E LOCUST ST,Ogden,Iowa,"101 E LOCUST ST, Ogden, Iowa",,,,,-94.0278203,42.0402141,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.54,poor_siding,37.24,poor/no_gutter,52.02,FALSE,0,G_OG_101 E LOCUST ST_
420 NE 4TH ST,Ogden,Iowa,"420 NE 4TH ST, Ogden, Iowa",,,,,-94.0242499,42.0427137,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.67,good_siding,40.88,poor/no_gutter,69.2,FALSE,0,G_OG_420 NE 4TH ST_
319 E MAPLE ST,Ogden,Iowa,"319 E MAPLE ST, Ogden, Iowa",,,,,-94.0243297,42.0423248,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.05,poor_siding,37.98,good_gutter,63.81,FALSE,0,G_OG_319 E MAPLE ST_
107 E MAPLE ST,Ogden,Iowa,"107 E MAPLE ST, Ogden, Iowa",,,,,-94.027541,42.0422703,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.51,poor_siding,37.6,good_gutter,65.86,FALSE,0,G_OG_107 E MAPLE ST_
301 E MAPLE ST,Ogden,Iowa,"301 E MAPLE ST, Ogden, Iowa",,,,,-94.0250278,42.0422425,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,39.08,poor_siding,37.32,poor/no_gutter,55.98,FALSE,0,G_OG_301 E MAPLE ST_
407 NE 3RD ST,Ogden,Iowa,"407 NE 3RD ST, Ogden, Iowa",,,,,-94.0250278,42.0424355,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
826 N 1ST ST,Ogden,Iowa,"826 N 1ST ST, Ogden, Iowa",,,,,-94.0284187,42.0465254,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.42,poor_siding,37.05,good_gutter,64.03,FALSE,0,G_OG_826 N 1ST ST_
822 N 1ST ST,Ogden,Iowa,"822 N 1ST ST, Ogden, Iowa",,,,,-94.0283987,42.0460435,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
401 E SYCAMORE ST,Ogden,Iowa,"401 E SYCAMORE ST, Ogden, Iowa",,,,,-94.0236316,42.0412102,,,,,,,,,,,,,,,,,,TRUE,,FALSE,no_garden,39.25,poor_siding,35.98,good_gutter,66.81,FALSE,0,G_OG_401 E SYCAMORE ST_
113 W VINE ST,Ogden,Iowa,"113 W VINE ST, Ogden, Iowa",,,,,-94.0289572,42.0456378,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
420 NW 7TH ST,Ogden,Iowa,"420 NW 7TH ST, Ogden, Iowa",,,,,-94.0366175,42.0426665,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.25,poor_siding,35.41,good_gutter,70.84,FALSE,0,G_OG_420 NW 7TH ST_
620 W SYCAMORE ST,Ogden,Iowa,"620 W SYCAMORE ST, Ogden, Iowa",,,,,-94.0357397,42.0407666,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.16,chipped_paint,36.54,good_gutter,52.74,FALSE,0,G_OG_620 W SYCAMORE ST_
614 W SYCAMORE ST,Ogden,Iowa,"614 W SYCAMORE ST, Ogden, Iowa",,,,,-94.0354005,42.0407979,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.72,poor_siding,37.95,good_gutter,68.32,FALSE,0,G_OG_614 W SYCAMORE ST_
219 NW 7TH ST,Ogden,Iowa,"219 NW 7TH ST, Ogden, Iowa",,,,,-94.0360589,42.0407554,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
607 W LOCUST ST,Ogden,Iowa,"607 W LOCUST ST, Ogden, Iowa",,,,,-94.0350813,42.0402685,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.18,good_siding,35.55,poor/no_gutter,63.32,FALSE,0,G_OG_607 W LOCUST ST_
625 W LOCUST ST,Ogden,Iowa,"625 W LOCUST ST, Ogden, Iowa",,,,,-94.0358195,42.0403005,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
602 W SYCAMORE ST,Ogden,Iowa,"602 W SYCAMORE ST, Ogden, Iowa",,,,,-94.0348818,42.0408547,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,49.87,poor_siding,38.8,good_gutter,51.1,FALSE,0,G_OG_602 W SYCAMORE ST_
320 NE 3RD ST,Ogden,Iowa,"320 NE 3RD ST, Ogden, Iowa",,,,,-94.0257658,42.0418112,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
119 E SYCAMORE ST,Ogden,Iowa,"119 E SYCAMORE ST, Ogden, Iowa",,,,,-94.0270224,42.041246,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.23,poor_siding,37.87,good_gutter,54.59,FALSE,0,G_OG_119 E SYCAMORE ST_
419 W MAPLE ST,Ogden,Iowa,"419 W MAPLE ST, Ogden, Iowa",,,,,-94.033266,42.0398495,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.93,good_siding,34.44,good_gutter,66.91,FALSE,0,G_OG_419 W MAPLE ST_
419 NW 3RD ST,Ogden,Iowa,"419 NW 3RD ST, Ogden, Iowa",,,,,-94.0304533,42.0428247,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.18,poor_siding,37.92,good_gutter,52.73,FALSE,0,G_OG_419 NW 3RD ST_
414 NE 4TH ST,Ogden,Iowa,"414 NE 4TH ST, Ogden, Iowa",,,,,-94.02423,42.0425793,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
631 W LOCUST ST,Ogden,Iowa,"631 W LOCUST ST, Ogden, Iowa",,,,,-94.0360788,42.0403107,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.39,poor_siding,38.33,poor/no_gutter,65.74,FALSE,0,G_OG_631 W LOCUST ST_
508 W ELM ST,Ogden,Iowa,"508 W ELM ST, Ogden, Iowa",,,,,-94.0338792,42.0428311,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.76,poor_siding,37.27,good_gutter,61.72,FALSE,0,G_OG_508 W ELM ST_
320 W LOCUST ST,Ogden,Iowa,"320 W LOCUST ST, Ogden, Iowa",,,,,-94.0318171,42.039868,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
101 W VINE ST,Ogden,Iowa,"101 W VINE ST, Ogden, Iowa",,,,,-94.0286381,42.0457262,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.92,poor_siding,38.28,good_gutter,51.13,FALSE,0,G_OG_101 W VINE ST_
620 NW 6TH ST,Ogden,Iowa,"620 NW 6TH ST, Ogden, Iowa",,,,,-94.0349616,42.044713,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.02,poor_siding,37.04,poor/no_gutter,66.94,FALSE,0,G_OG_620 NW 6TH ST_
413 W CHERRY ST,Ogden,Iowa,"413 W CHERRY ST, Ogden, Iowa",,,,,-94.032847,42.0442467,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43,poor_siding,37.01,good_gutter,61.43,FALSE,0,G_OG_413 W CHERRY ST_
619 NW 2ND ST,Ogden,Iowa,"619 NW 2ND ST, Ogden, Iowa",,,,,-94.0291766,42.0448,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44,poor_siding,40.06,poor/no_gutter,64.77,FALSE,0,G_OG_619 NW 2ND ST_
1008 N 1ST ST,Ogden,Iowa,"1008 N 1ST ST, Ogden, Iowa",,,,,-94.0284585,42.0477209,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
401 E MAPLE ST,Ogden,Iowa,"401 E MAPLE ST, Ogden, Iowa",,,,,-94.0235917,42.0424086,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,50.28,poor_siding,38.78,good_gutter,69.21,FALSE,0,G_OG_401 E MAPLE ST_
520 W ELM ST,Ogden,Iowa,"520 W ELM ST, Ogden, Iowa",,,,,-94.0343033,42.0427477,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.55,poor_siding,37.72,good_gutter,68.96,FALSE,0,G_OG_520 W ELM ST_
713 W SYCAMORE ST,Ogden,Iowa,"713 W SYCAMORE ST, Ogden, Iowa",,,,,-94.0370364,42.0412424,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
119 E MAPLE ST,Ogden,Iowa,"119 E MAPLE ST, Ogden, Iowa",,,,,-94.0270224,42.0422885,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.4,poor_siding,36.15,good_gutter,65.3,FALSE,0,G_OG_119 E MAPLE ST_
425 NE 2ND ST,Ogden,Iowa,"425 NE 2ND ST, Ogden, Iowa",,,,,-94.026424,42.0428886,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
619 W LOCUST ST,Ogden,Iowa,"619 W LOCUST ST, Ogden, Iowa",,,,,-94.0355801,42.0403089,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,49.19,poor_siding,38.23,good_gutter,55.33,FALSE,0,G_OG_619 W LOCUST ST_
401 NW 8TH ST,Ogden,Iowa,"401 NW 8TH ST, Ogden, Iowa",,,,,-94.0374155,42.0422523,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.58,poor_siding,36.88,poor/no_gutter,59.58,FALSE,0,G_OG_401 NW 8TH ST_
413 E MAPLE ST,Ogden,Iowa,"413 E MAPLE ST, Ogden, Iowa",,,,,-94.0230732,42.0422723,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.13,poor_siding,37.76,good_gutter,66.11,FALSE,0,G_OG_413 E MAPLE ST_
519 NE 2ND ST,Ogden,Iowa,"519 NE 2ND ST, Ogden, Iowa",,,,,-94.0263243,42.0437995,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
219 E ELM ST,Ogden,Iowa,"219 E ELM ST, Ogden, Iowa",,,,,-94.0255863,42.0432655,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.78,poor_siding,38.37,poor/no_gutter,65.03,FALSE,0,G_OG_219 E ELM ST_
320 NE 4TH ST,Ogden,Iowa,"320 NE 4TH ST, Ogden, Iowa",,,,,-94.02423,42.0416912,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.72,poor_siding,39.23,poor/no_gutter,71.77,FALSE,0,G_OG_320 NE 4TH ST_
501 W CHERRY ST,Ogden,Iowa,"501 W CHERRY ST, Ogden, Iowa",,,,,-94.033645,42.0442959,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.78,poor_siding,37.83,poor/no_gutter,69.84,FALSE,0,G_OG_501 W CHERRY ST_
108 E SYCAMORE ST,Ogden,Iowa,"108 E SYCAMORE ST, Ogden, Iowa",,,,,-94.0269426,42.0408626,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.49,poor_siding,38.02,good_gutter,65.1,FALSE,0,G_OG_108 E SYCAMORE ST_
514 NW 2ND ST,Ogden,Iowa,"514 NW 2ND ST, Ogden, Iowa",,,,,-94.0298349,42.043831,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
519 W ELM ST,Ogden,Iowa,"519 W ELM ST, Ogden, Iowa",,,,,-94.0343831,42.0432854,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
602 W CHERRY ST,Ogden,Iowa,"602 W CHERRY ST, Ogden, Iowa",,,,,-94.0349217,42.0437492,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
502 N 1ST ST,Ogden,Iowa,"502 N 1ST ST, Ogden, Iowa",,,,,-94.0284187,42.0432435,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
519 NW 6TH ST,Ogden,Iowa,"519 NW 6TH ST, Ogden, Iowa",,,,,-94.0343233,42.0438088,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.02,poor_siding,42.11,poor/no_gutter,67.45,FALSE,0,G_OG_519 NW 6TH ST_
501 W ELM ST,Ogden,Iowa,"501 W ELM ST, Ogden, Iowa",,,,,-94.033645,42.043292,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
708 W SYCAMORE ST,Ogden,Iowa,"708 W SYCAMORE ST, Ogden, Iowa",,,,,-94.036797,42.0407875,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
720 W SYCAMORE ST,Ogden,Iowa,"720 W SYCAMORE ST, Ogden, Iowa",,,,,-94.0374354,42.0407651,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.38,poor_siding,37.03,good_gutter,59.12,FALSE,0,G_OG_720 W SYCAMORE ST_
520 NW 5TH ST,Ogden,Iowa,"520 NW 5TH ST, Ogden, Iowa",,,,,-94.0336849,42.0437153,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.65,poor_siding,37.57,poor/no_gutter,56.77,FALSE,0,G_OG_520 NW 5TH ST_
220 NW 7TH ST,Ogden,Iowa,"220 NW 7TH ST, Ogden, Iowa",,,,,-94.0366175,42.0408131,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.31,poor_siding,38.07,poor/no_gutter,58.13,FALSE,0,G_OG_220 NW 7TH ST_
714 W SYCAMORE ST,Ogden,Iowa,"714 W SYCAMORE ST, Ogden, Iowa",,,,,-94.0370763,42.0407004,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.19,poor_siding,42.3,poor/no_gutter,56.79,FALSE,0,G_OG_714 W SYCAMORE ST_
219 NW 8TH ST,Ogden,Iowa,"219 NW 8TH ST, Ogden, Iowa",,,,,-94.0375252,42.0403854,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.71,poor_siding,38.23,good_gutter,66.5,FALSE,0,G_OG_219 NW 8TH ST_
319 E SYCAMORE ST,Ogden,Iowa,"319 E SYCAMORE ST, Ogden, Iowa",,,,,-94.025071,42.0411969,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.3,poor_siding,39.76,poor/no_gutter,60.1,FALSE,0,G_OG_319 E SYCAMORE ST_
301 NE 3RD ST,Ogden,Iowa,"301 NE 3RD ST, Ogden, Iowa",,,,,-94.0248084,42.0412269,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
302 NW 7TH ST,Ogden,Iowa,"302 NW 7TH ST, Ogden, Iowa",,,,,-94.0365975,42.0412964,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.83,poor_siding,36.83,poor/no_gutter,57.6,FALSE,0,G_OG_302 NW 7TH ST_
326 NE 4TH ST,Ogden,Iowa,"326 NE 4TH ST, Ogden, Iowa",,,,,-94.02423,42.0418843,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.76,poor_siding,40.48,poor/no_gutter,71.44,FALSE,0,G_OG_326 NE 4TH ST_
625 W ELM ST,Ogden,Iowa,"625 W ELM ST, Ogden, Iowa",,,,,-94.035999,42.043248,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
325 NE 2ND ST,Ogden,Iowa,"325 NE 2ND ST, Ogden, Iowa",,,,,-94.026424,42.0418461,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
719 W SYCAMORE ST,Ogden,Iowa,"719 W SYCAMORE ST, Ogden, Iowa",,,,,-94.0373357,42.041174,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45,poor_siding,37.04,good_gutter,69.5,FALSE,0,G_OG_719 W SYCAMORE ST_
619 W ELM ST,Ogden,Iowa,"619 W ELM ST, Ogden, Iowa",,,,,-94.0353207,42.0432718,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
314 NE 3RD ST,Ogden,Iowa,"314 NE 3RD ST, Ogden, Iowa",,,,,-94.025686,42.0415823,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.07,poor_siding,37.15,good_gutter,62.1,FALSE,0,G_OG_314 NE 3RD ST_
619 NW 5TH ST,Ogden,Iowa,"619 NW 5TH ST, Ogden, Iowa",,,,,-94.0330465,42.0446644,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.36,poor_siding,36.33,good_gutter,68.06,FALSE,0,G_OG_619 NW 5TH ST_
319 NE 4TH ST,Ogden,Iowa,"319 NE 4TH ST, Ogden, Iowa",,,,,-94.0237513,42.0416693,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,39.98,poor_siding,36.35,good_gutter,67.45,FALSE,0,G_OG_319 NE 4TH ST_
301 NE 2ND ST,Ogden,Iowa,"301 NE 2ND ST, Ogden, Iowa",,,,,-94.0263442,42.0412697,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
613 W SYCAMORE ST,Ogden,Iowa,"613 W SYCAMORE ST, Ogden, Iowa",,,,,-94.0353606,42.0413012,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
720 W CHESTNUT ST,Ogden,Iowa,"720 W CHESTNUT ST, Ogden, Iowa",,,,,-94.0371162,42.0447919,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.97,poor_siding,35.66,good_gutter,70.94,FALSE,0,G_OG_720 W CHESTNUT ST_
319 NW 6TH ST,Ogden,Iowa,"319 NW 6TH ST, Ogden, Iowa",,,,,-94.0343033,42.041821,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.4,poor_siding,36.54,good_gutter,71.26,FALSE,0,G_OG_319 NW 6TH ST_
519 N 1ST ST,Ogden,Iowa,"519 N 1ST ST, Ogden, Iowa",,,,,-94.0277804,42.043652,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.44,chipped_paint,36.19,good_gutter,67.57,FALSE,0,G_OG_519 N 1ST ST_
620 NW 4TH ST,Ogden,Iowa,"620 NW 4TH ST, Ogden, Iowa",,,,,-94.0323882,42.0448226,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
425 E SYCAMORE ST,Ogden,Iowa,"425 E SYCAMORE ST, Ogden, Iowa",,,,,-94.022654,42.041327,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.97,poor_siding,38.78,good_gutter,63.02,FALSE,0,G_OG_425 E SYCAMORE ST_
713 W CHERRY ST,Ogden,Iowa,"713 W CHERRY ST, Ogden, Iowa",,,,,-94.0368768,42.0442597,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.12,poor_siding,39.83,poor/no_gutter,69.79,FALSE,0,G_OG_713 W CHERRY ST_
313 NE 2ND ST,Ogden,Iowa,"313 NE 2ND ST, Ogden, Iowa",,,,,-94.0263442,42.0415786,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.48,poor_siding,37.7,good_gutter,55.76,FALSE,0,G_OG_313 NE 2ND ST_
621 W Elm LLC (DED),Ogden,Iowa,"621 W Elm LLC (DED), Ogden, Iowa",,,,,-94.0355468,42.043266,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
