address,city,state,source,city_id,image_name,image_url,lon,lat,date,sq_ft,year_built,assessed_value
701 5TH ST SW,Independence,Iowa,V,D,V_D_701_5TH_ST_SW,,-91.9016621,42.4651948,,,,
500 7TH AVE SW,Independence,Iowa,V,D,V_D_500_7TH_AVE_SW,,-91.9011089,42.4651465,,,,
609 5TH ST SW,Independence,Iowa,V,D,V_D_609_5TH_ST_SW,,-91.900899,42.4651308,,,,
501 6TH AVE SW,Independence,Iowa,V,D,V_D_501_6TH_AVE_SW,,-91.9004984,42.4651566,,,,
500 6TH AVE SW,Independence,Iowa,V,D,V_D_500_6TH_AVE_SW,,-91.8999069,42.4651472,,,,
509 5TH ST SW,Independence,Iowa,V,D,V_D_509_5TH_ST_SW,,-91.8996589,42.4651704,,,,
408-410 8TH AVE SE,Independence,Iowa,V,D,V_D_408-410_8TH_AVE_SE,,-91.8850323,42.4649023,,,,
501 5TH AVE SW,Independence,Iowa,V,D,V_D_501_5TH_AVE_SW,,-91.899182,42.4651591,,,,
410 7TH AVE SE,Independence,Iowa,V,D,V_D_410_7TH_AVE_SE,,-91.8858299,42.4647652,,,,
415 5TH ST SW,Independence,Iowa,V,D,V_D_415_5TH_ST_SW,,-91.8986478,42.4651296,,,,
407 5TH ST SW,Independence,Iowa,V,D,V_D_407_5TH_ST_SW,,-91.8981342,42.4651415,,,,
501 4TH AVE SW,Independence,Iowa,V,D,V_D_501_4TH_AVE_SW,,-91.8979611,42.4651409,,,,
500 4TH AVE SW,Independence,Iowa,V,D,V_D_500_4TH_AVE_SW,,-91.897446,42.4651303,,,,
309 5TH ST SW,Independence,Iowa,V,D,V_D_309_5TH_ST_SW,,-91.8972171,42.465134,,,,
501 3RD AVE SW,Independence,Iowa,V,D,V_D_501_3RD_AVE_SW,,-91.8967593,42.4651416,,,,
502 3RD AVE SW,Independence,Iowa,V,D,V_D_502_3RD_AVE_SW,,-91.8962251,42.4650737,,,,
209 5TH ST SW,Independence,Iowa,V,D,V_D_209_5TH_ST_SW,,-91.895939,42.4651743,,,,
501 2ND AVE SW,Independence,Iowa,V,D,V_D_501_2ND_AVE_SW,,-91.8955575,42.4651806,,,,
419 9TH AVE SE,Independence,Iowa,V,D,V_D_419_9TH_AVE_SE,,-91.8843996,42.465038,,,,
201 4TH ST SE,Independence,Iowa,V,D,V_D_201_4TH_ST_SE,,-91.8931731,42.465124,,,,
500 2ND AVE SW,Independence,Iowa,V,D,V_D_500_2ND_AVE_SW,,-91.8948326,42.4651925,,,,
205 4TH ST SE,Independence,Iowa,V,D,V_D_205_4TH_ST_SE,,-91.8928488,42.4651868,,,,
207 4TH ST SE,Independence,Iowa,V,D,V_D_207_4TH_ST_SE,,-91.8926199,42.4651906,,,,
403 3RD AVE SE,Independence,Iowa,V,D,V_D_403_3RD_AVE_SE,,-91.8920477,42.4651233,,,,
418 9TH AVE SE,Independence,Iowa,V,D,V_D_418_9TH_AVE_SE,,-91.8838846,42.4651039,,,,
307 4TH ST SE,Independence,Iowa,V,D,V_D_307_4TH_ST_SE,,-91.891094,42.4651774,,,,
311 4TH ST SE,Independence,Iowa,V,D,V_D_311_4TH_ST_SE,,-91.8908079,42.4651629,,,,
319 4TH ST SE,Independence,Iowa,V,D,V_D_319_4TH_ST_SE,,-91.8878332,42.4654261,,,,
401 4TH ST SE,Independence,Iowa,V,D,V_D_401_4TH_ST_SE,,-91.8899495,42.4651962,,,,
402 7TH AVE SE,Independence,Iowa,V,D,V_D_402_7TH_AVE_SE,,-91.8858299,42.4651871,,,,
403 5TH AVE SE,Independence,Iowa,V,D,V_D_403_5TH_AVE_SE,,-91.8895681,42.4651257,,,,
402 5TH AVE SE,Independence,Iowa,V,D,V_D_402_5TH_AVE_SE,,-91.8890531,42.4651917,,,,
507 4TH ST SE,Independence,Iowa,V,D,V_D_507_4TH_ST_SE,,-91.8888052,42.4651766,,,,
513 4TH ST SE,Independence,Iowa,V,D,V_D_513_4TH_ST_SE,,-91.8884237,42.4651829,,,,
519 4TH ST SE,Independence,Iowa,V,D,V_D_519_4TH_ST_SE,,-91.8881567,42.4651489,,,,
402 6TH AVE SE,Independence,Iowa,V,D,V_D_402_6TH_AVE_SE,,-91.8875845,42.4651583,,,,
607 4TH ST SE,Independence,Iowa,V,D,V_D_607_4TH_ST_SE,,-91.8872794,42.4652017,,,,
611 4TH ST SE,Independence,Iowa,V,D,V_D_611_4TH_ST_SE,,-91.8870124,42.4651294,,,,
615 4TH ST SE,Independence,Iowa,V,D,V_D_615_4TH_ST_SE,,-91.8865356,42.4651564,,,,
 TERRACE DR,Independence,Iowa,V,D,V_D_TERRACE_DR,,-91.8790616,42.4662988,,,,
403 7TH AVE SE,Independence,Iowa,V,D,V_D_403_7TH_AVE_SE,,-91.8863067,42.4652368,,,,
409 8TH AVE SW,Independence,Iowa,V,D,V_D_409_8TH_AVE_SW,,-91.9028832,42.4655198,,,,
404 8TH AVE SE,Independence,Iowa,V,D,V_D_404_8TH_AVE_SE,,-91.8850861,42.4651801,,,,
417 9TH AVE SE,Independence,Iowa,V,D,V_D_417_9TH_AVE_SE,,-91.8843805,42.4652492,,,,
406 6TH AVE SW,Independence,Iowa,V,D,V_D_406_6TH_AVE_SW,,-91.8999069,42.4654923,,,,
416 9TH AVE SE,Independence,Iowa,V,D,V_D_416_9TH_AVE_SE,,-91.8838846,42.4652957,,,,
412 5TH ST SW,Independence,Iowa,V,D,V_D_412_5TH_ST_SW,,-91.8985715,42.4655527,,,,
408 5TH ST SW,Independence,Iowa,V,D,V_D_408_5TH_ST_SW,,-91.8983045,42.4655571,,,,
912 5TH ST SW,Independence,Iowa,V,D,V_D_912_5TH_ST_SW,,-91.9047911,42.4655649,,,,
910 5TH ST SW,Independence,Iowa,V,D,V_D_910_5TH_ST_SW,,-91.9044858,42.46557,,,,
409 9TH AVE SW,Independence,Iowa,V,D,V_D_409_9TH_AVE_SW,,-91.9040661,42.4655386,,,,
407 4TH AVE SW,Independence,Iowa,V,D,V_D_407_4TH_AVE_SW,,-91.8980374,42.4655232,,,,
812 5TH ST SW,Independence,Iowa,V,D,V_D_812_5TH_ST_SW,,-91.903446,42.465571,,,,
405 8TH AVE SW,Independence,Iowa,V,D,V_D_405_8TH_AVE_SW,,-91.9028832,42.4656349,,,,
714 5TH ST SW,Independence,Iowa,V,D,V_D_714_5TH_ST_SW,,-91.9022726,42.4655683,,,,
700 5TH ST SW,Independence,Iowa,V,D,V_D_700_5TH_ST_SW,,-91.901643,42.4655212,,,,
614 5TH ST SW,Independence,Iowa,V,D,V_D_614_5TH_ST_SW,,-91.9011661,42.4655099,,,,
407 6TH AVE SW,Independence,Iowa,V,D,V_D_407_6TH_AVE_SW,,-91.9005556,42.4654816,,,,
407 3RD AVE SW,Independence,Iowa,V,D,V_D_407_3RD_AVE_SW,,-91.8967783,42.465544,,,,
404 4TH AVE SW,Independence,Iowa,V,D,V_D_404_4TH_AVE_SW,,-91.8974269,42.4655716,,,,
312 5TH ST SW,Independence,Iowa,V,D,V_D_312_5TH_ST_SW,,-91.897197,42.465549,,,,
520 9TH AVE SE,Independence,Iowa,V,D,V_D_520_9TH_AVE_SE,,-91.882783,42.464476,,,,
400 8TH AVE SE,Independence,Iowa,V,D,V_D_400_8TH_AVE_SE,,-91.884974,42.465407,,,,
208 5TH ST SW,Independence,Iowa,V,D,V_D_208_5TH_ST_SW,,-91.8959008,42.4655201,,,,
413 9TH AVE SE,Independence,Iowa,V,D,V_D_413_9TH_AVE_SE,,-91.8844186,42.465402,,,,
405 2ND AVE SW,Independence,Iowa,V,D,V_D_405_2ND_AVE_SW,,-91.8955956,42.4656018,,,,
412 9TH AVE SE,Independence,Iowa,V,D,V_D_412_9TH_AVE_SE,,-91.8838465,42.4654497,,,,
318 7TH AVE SE,Independence,Iowa,V,D,V_D_318_7TH_AVE_SE,,-91.8857536,42.4655719,,,,
318 3RD AVE SE,Independence,Iowa,V,D,V_D_318_3RD_AVE_SE,,-91.8913419,42.4655376,,,,
513 4TH ST SW,Independence,Iowa,V,D,V_D_513_4TH_ST_SW,,-91.8999069,42.4657224,,,,
509 4TH ST SW,Independence,Iowa,V,D,V_D_509_4TH_ST_SW,,-91.899678,42.4657262,,,,
317 4TH AVE SE,Independence,Iowa,V,D,V_D_317_4TH_AVE_SE,,-91.890598,42.465569,,,,
505 4TH ST SW,Independence,Iowa,V,D,V_D_505_4TH_ST_SW,,-91.89943,42.4657111,,,,
405 5TH AVE SW,Independence,Iowa,V,D,V_D_405_5TH_AVE_SW,,-91.8992011,42.4656382,,,,
208 4TH ST SE,Independence,Iowa,V,D,V_D_208_4TH_ST_SE,,-91.8926962,42.4655345,,,,
415 4TH ST SW,Independence,Iowa,V,D,V_D_415_4TH_ST_SW,,-91.8986669,42.4657237,,,,
504 4TH ST SE,Independence,Iowa,V,D,V_D_504_4TH_ST_SE,,-91.8888927,42.4655738,,,,
318 4TH AVE SE,Independence,Iowa,V,D,V_D_318_4TH_AVE_SE,,-91.8899495,42.465618,,,,
407 4TH ST SW,Independence,Iowa,V,D,V_D_407_4TH_ST_SW,,-91.8982281,42.4657502,,,,
508 4TH ST SE,Independence,Iowa,V,D,V_D_508_4TH_ST_SE,,-91.8886717,42.4655815,,,,
403 4TH AVE SW,Independence,Iowa,V,D,V_D_403_4TH_AVE_SW,,-91.8979992,42.4657539,,,,
913 4TH ST SW,Independence,Iowa,V,D,V_D_913_4TH_ST_SW,,-91.9048293,42.4658328,,,,
909 4TH ST SW,Independence,Iowa,V,D,V_D_909_4TH_ST_SW,,-91.9043713,42.4658403,,,,
403 9TH AVE SW,Independence,Iowa,V,D,V_D_403_9TH_AVE_SW,,-91.9040661,42.4658071,,,,
200 4TH ST SE,Independence,Iowa,V,D,V_D_200_4TH_ST_SE,,-91.8930205,42.4656634,,,,
813 4TH ST SW,Independence,Iowa,V,D,V_D_813_4TH_ST_SW,,-91.9035509,42.4658731,,,,
809 4TH ST SW,Independence,Iowa,V,D,V_D_809_4TH_ST_SW,,-91.9033411,42.4658958,,,,
319 6TH AVE SE,Independence,Iowa,V,D,V_D_319_6TH_AVE_SE,,-91.8881567,42.4656091,,,,
402 4TH AVE SW,Independence,Iowa,V,D,V_D_402_4TH_AVE_SW,,-91.8974269,42.4657634,,,,
402 8TH AVE SW,Independence,Iowa,V,D,V_D_402_8TH_AVE_SW,,-91.902349,42.4658355,,,,
401 3RD AVE SW,Independence,Iowa,V,D,V_D_401_3RD_AVE_SW,,-91.8968356,42.465754,,,,
318 6TH AVE SE,Independence,Iowa,V,D,V_D_318_6TH_AVE_SE,,-91.8875845,42.4655802,,,,
615 4TH ST SW,Independence,Iowa,V,D,V_D_615_4TH_ST_SW,,-91.9011279,42.4658173,,,,
611 4TH ST SW,Independence,Iowa,V,D,V_D_611_4TH_ST_SW,,-91.9008322,42.465851,,,,
401 6TH AVE SW,Independence,Iowa,V,D,V_D_401_6TH_AVE_SW,,-91.9005174,42.4658274,,,,
409 9TH AVE SE,Independence,Iowa,V,D,V_D_409_9TH_AVE_SE,,-91.8844186,42.4655554,,,,
215 4TH ST SW,Independence,Iowa,V,D,V_D_215_4TH_ST_SW,,-91.8961679,42.465554,,,,
401 2ND AVE SW,Independence,Iowa,V,D,V_D_401_2ND_AVE_SW,,-91.8956147,42.4657741,,,,
315 5TH AVE SE,Independence,Iowa,V,D,V_D_315_5TH_AVE_SE,,-91.8896444,42.4657765,,,,
402 2ND AVE SW,Independence,Iowa,V,D,V_D_402_2ND_AVE_SW,,-91.8948326,42.4657678,,,,
404 9TH AVE SE,Independence,Iowa,V,D,V_D_404_9TH_AVE_SE,,-91.8838465,42.4656798,,,,
316 7TH AVE SE,Independence,Iowa,V,D,V_D_316_7TH_AVE_SE,,-91.8858299,42.465724,,,,
313 3RD AVE SE,Independence,Iowa,V,D,V_D_313_3RD_AVE_SE,,-91.8921049,42.4658319,,,,
312 3RD AVE SE,Independence,Iowa,V,D,V_D_312_3RD_AVE_SE,,-91.8912656,42.4658457,,,,
313 4TH AVE SE,Independence,Iowa,V,D,V_D_313_4TH_AVE_SE,,-91.890598,42.4658375,,,,
316 9TH AVE SE,Independence,Iowa,V,D,V_D_316_9TH_AVE_SE,,-91.8832199,42.4657525,,,,
312 4TH AVE SE,Independence,Iowa,V,D,V_D_312_4TH_AVE_SE,,-91.8900449,42.4658658,,,,
311 5TH AVE SE,Independence,Iowa,V,D,V_D_311_5TH_AVE_SE,,-91.8896062,42.4659305,,,,
200 3RD ST SE,Independence,Iowa,V,D,V_D_200_3RD_ST_SE,,-91.8929251,42.466758,,,,
606 3RD ST SE,Independence,Iowa,V,D,V_D_606_3RD_ST_SE,,-91.8873747,42.4667534,,,,
208 3RD ST SE,Independence,Iowa,V,D,V_D_208_3RD_ST_SE,,-91.892658,42.4668774,,,,
608 3RD ST SE,Independence,Iowa,V,D,V_D_608_3RD_ST_SE,,-91.8871459,42.4667571,,,,
614 3RD ST SE,Independence,Iowa,V,D,V_D_614_3RD_ST_SE,,-91.8869361,42.4669331,,,,
211 3RD AVE SE,Independence,Iowa,V,D,V_D_211_3RD_AVE_SE,,-91.8920858,42.4670019,,,,
618 3RD ST SE,Independence,Iowa,V,D,V_D_618_3RD_ST_SE,,-91.8866118,42.4667659,,,,
216 3RD AVE SE,Independence,Iowa,V,D,V_D_216_3RD_AVE_SE,,-91.8913801,42.4668026,,,,
308 3RD ST SE,Independence,Iowa,V,D,V_D_308_3RD_ST_SE,,-91.8916006,42.4665251,,,,
217 4TH AVE SE,Independence,Iowa,V,D,V_D_217_4TH_AVE_SE,,-91.8906362,42.4667573,,,,
211 4TH AVE SE,Independence,Iowa,V,D,V_D_211_4TH_AVE_SE,,-91.8905599,42.467027,,,,
210 5TH AVE SE,Independence,Iowa,V,D,V_D_210_5TH_AVE_SE,,-91.8891103,42.4669741,,,,
506 3RD ST SE,Independence,Iowa,V,D,V_D_506_3RD_ST_SE,,-91.8888433,42.4667484,,,,
512 3RD ST SE,Independence,Iowa,V,D,V_D_512_3RD_ST_SE,,-91.8884619,42.4667547,,,,
213 6TH AVE SE,Independence,Iowa,V,D,V_D_213_6TH_AVE_SE,,-91.8881185,42.4669521,,,,
214 5TH AVE SW,Independence,Iowa,V,D,V_D_214_5TH_AVE_SW,,-91.898686,42.4670465,,,,
410 3RD ST SW,Independence,Iowa,V,D,V_D_410_3RD_ST_SW,,-91.898438,42.4670315,,,,
310 3RD ST SW,Independence,Iowa,V,D,V_D_310_3RD_ST_SW,,-91.8973506,42.4670686,,,,
910 3RD ST SW,Independence,Iowa,V,D,V_D_910_3RD_ST_SW,,-91.9045621,42.4670644,,,,
512/514 4TH ST SE,Independence,Iowa,V,D,V_D_512/514_4TH_ST_SE,,-91.8885308,42.4656065,,,,
315 6TH AVE SE,Independence,Iowa,V,D,V_D_315_6TH_AVE_SE,,-91.8881567,42.4658009,,,,
310 6TH AVE SE,Independence,Iowa,V,D,V_D_310_6TH_AVE_SE,,-91.8875845,42.465887,,,,
604 4TH ST SE,Independence,Iowa,V,D,V_D_604_4TH_ST_SE,,-91.8873175,42.4656613,,,,
314 8TH AVE SE,Independence,Iowa,V,D,V_D_314_8TH_AVE_SE,,-91.8851052,42.4656976,,,,
807 4TH ST SE,Independence,Iowa,V,D,V_D_807_4TH_ST_SE,,-91.8848573,42.4658742,,,,
610 4TH ST SE,Independence,Iowa,V,D,V_D_610_4TH_ST_SE,,-91.8868979,42.4656298,,,,
620 4TH ST SE,Independence,Iowa,V,D,V_D_620_4TH_ST_SE,,-91.8865928,42.4656348,,,,
401 9TH AVE SE,Independence,Iowa,V,D,V_D_401_9TH_AVE_SE,,-91.8843996,42.465805,,,,
622 4TH ST SE,Independence,Iowa,V,D,V_D_622_4TH_ST_SE,,-91.8863258,42.4656392,,,,
608 4TH ST SW,Independence,Iowa,V,D,V_D_608_4TH_ST_SW,,-91.9007845,42.4660914,,,,
315 9TH AVE SE,Independence,Iowa,V,D,V_D_315_9TH_AVE_SE,,-91.8836939,42.4659124,,,,
310 7TH AVE SE,Independence,Iowa,V,D,V_D_310_7TH_AVE_SE,,-91.885849,42.4659347,,,,
610 4TH ST SW,Independence,Iowa,V,D,V_D_610_4TH_ST_SW,,-91.9010516,42.466087,,,,
912 4TH ST SW,Independence,Iowa,V,D,V_D_912_4TH_ST_SW,,-91.904825,42.4662769,,,,
310 5TH AVE SE,Independence,Iowa,V,D,V_D_310_5TH_AVE_SE,,-91.8890531,42.4658821,,,,
313 8TH AVE SW,Independence,Iowa,V,D,V_D_313_8TH_AVE_SW,,-91.9029213,42.4662095,,,,
300 4TH ST SW,Independence,Iowa,V,D,V_D_300_4TH_ST_SW,,-91.8968165,42.466157,,,,
309 3RD AVE SE,Independence,Iowa,V,D,V_D_309_3RD_AVE_SE,,-91.8920286,42.4660633,,,,
313/315 4TH AVE SW,Independence,Iowa,V,D,V_D_313/315_4TH_AVE_SW,,-91.8980604,42.4661539,,,,
314 3RD AVE SW,Independence,Iowa,V,D,V_D_314_3RD_AVE_SW,,-91.8961297,42.4661683,,,,
314 9TH AVE SE,Independence,Iowa,V,D,V_D_314_9TH_AVE_SE,,-91.88316,42.4657294,,,,
311 6TH AVE SE,Independence,Iowa,V,D,V_D_311_6TH_AVE_SE,,-91.8881567,42.4660694,,,,
304 3RD AVE SE,Independence,Iowa,V,D,V_D_304_3RD_AVE_SE,,-91.8913419,42.4660746,,,,
308 4TH AVE SE,Independence,Iowa,V,D,V_D_308_4TH_AVE_SE,,-91.8900449,42.4660959,,,,
307 5TH AVE SE,Independence,Iowa,V,D,V_D_307_5TH_AVE_SE,,-91.8895872,42.4661034,,,,
311 6TH AVE SW,Independence,Iowa,V,D,V_D_311_6TH_AVE_SW,,-91.9004536,42.4662968,,,,
308 6TH AVE SE,Independence,Iowa,V,D,V_D_308_6TH_AVE_SE,,-91.8876227,42.4661165,,,,
307 7TH AVE SE,Independence,Iowa,V,D,V_D_307_7TH_AVE_SE,,-91.8863258,42.4660994,,,,
306 7TH AVE SE,Independence,Iowa,V,D,V_D_306_7TH_AVE_SE,,-91.8858299,42.4661075,,,,
314 6TH AVE SW,Independence,Iowa,V,D,V_D_314_6TH_AVE_SW,,-91.8998879,42.4661638,,,,
504 4TH ST SW,Independence,Iowa,V,D,V_D_504_4TH_ST_SW,,-91.8994491,42.4661519,,,,
500 4TH ST SW,Independence,Iowa,V,D,V_D_500_4TH_ST_SW,,-91.8992202,42.4661556,,,,
412 4TH ST SW,Independence,Iowa,V,D,V_D_412_4TH_ST_SW,,-91.8985906,42.4661852,,,,
408 4TH ST SW,Independence,Iowa,V,D,V_D_408_4TH_ST_SW,,-91.8983808,42.4661695,,,,
812 4TH ST SW,Independence,Iowa,V,D,V_D_812_4TH_ST_SW,,-91.9035318,42.4662378,,,,
309 8TH AVE SW,Independence,Iowa,V,D,V_D_309_8TH_AVE_SW,,-91.9029213,42.4664013,,,,
311 4TH AVE SW,Independence,Iowa,V,D,V_D_311_4TH_AVE_SW,,-91.8979801,42.4663487,,,,
716 4TH ST SW,Independence,Iowa,V,D,V_D_716_4TH_ST_SW,,-91.902349,42.466219,,,,
710 4TH ST SW,Independence,Iowa,V,D,V_D_710_4TH_ST_SW,,-91.9018911,42.4662266,,,,
706 4TH ST SW,Independence,Iowa,V,D,V_D_706_4TH_ST_SW,,-91.901624,42.466231,,,,
302 4TH AVE SE,Independence,Iowa,V,D,V_D_302_4TH_AVE_SE,,-91.8899877,42.4662694,,,,
700 4TH ST SW,Independence,Iowa,V,D,V_D_700_4TH_ST_SW,,-91.9013378,42.4664466,,,,
312 4TH AVE SW,Independence,Iowa,V,D,V_D_312_4TH_AVE_SW,,-91.8974365,42.4663097,,,,
310 4TH ST SW,Independence,Iowa,V,D,V_D_310_4TH_ST_SW,,-91.8972362,42.4661884,,,,
304 5TH AVE SE,Independence,Iowa,V,D,V_D_304_5TH_AVE_SE,,-91.8889959,42.4662473,,,,
311 3RD AVE SW,Independence,Iowa,V,D,V_D_311_3RD_AVE_SW,,-91.8967402,42.46635,,,,
310 3RD AVE SW,Independence,Iowa,V,D,V_D_310_3RD_AVE_SW,,-91.896206,42.4663588,,,,
206 4TH ST SW,Independence,Iowa,V,D,V_D_206_4TH_ST_SW,,-91.8957864,42.466174,,,,
315 2ND AVE SW,Independence,Iowa,V,D,V_D_315_2ND_AVE_SW,,-91.8955384,42.4662356,,,,
309 9TH AVE SE,Independence,Iowa,V,D,V_D_309_9TH_AVE_SE,,-91.8837702,42.466218,,,,
312 2ND AVE SW,Independence,Iowa,V,D,V_D_312_2ND_AVE_SW,,-91.8948517,42.4663236,,,,
201 3RD ST SE,Independence,Iowa,V,D,V_D_201_3RD_ST_SE,,-91.8928679,42.4661261,,,,
305 5TH AVE SW,Independence,Iowa,V,D,V_D_305_5TH_AVE_SW,,-91.8991343,42.4664926,,,,
301 3RD AVE SE,Independence,Iowa,V,D,V_D_301_3RD_AVE_SE,,-91.892124,42.466311,,,,
306 6TH AVE SW,Independence,Iowa,V,D,V_D_306_6TH_AVE_SW,,-91.8998879,42.4664706,,,,
302 3RD AVE SE,Independence,Iowa,V,D,V_D_302_3RD_AVE_SE,,-91.891346,42.4662955,,,,
309 3RD ST SE,Independence,Iowa,V,D,V_D_309_3RD_ST_SE,,-91.891094,42.4663279,,,,
317 3RD ST SE,Independence,Iowa,V,D,V_D_317_3RD_ST_SE,,-91.890579,42.4662405,,,,
300 4TH AVE SE,Independence,Iowa,V,D,V_D_300_4TH_AVE_SE,,-91.8899877,42.4663845,,,,
307 9TH AVE SW,Independence,Iowa,V,D,V_D_307_9TH_AVE_SW,,-91.9040851,42.4666313,,,,
307 8TH AVE SW,Independence,Iowa,V,D,V_D_307_8TH_AVE_SW,,-91.9028832,42.4665553,,,,
409 3RD ST SE,Independence,Iowa,V,D,V_D_409_3RD_ST_SE,,-91.8896062,42.4663524,,,,
503 3RD ST SE,Independence,Iowa,V,D,V_D_503_3RD_ST_SE,,-91.889034,42.4663618,,,,
509 3RD ST SE,Independence,Iowa,V,D,V_D_509_3RD_ST_SE,,-91.8887289,42.4663284,,,,
513 3RD ST SE,Independence,Iowa,V,D,V_D_513_3RD_ST_SE,,,,,,,
305 4TH AVE SW,Independence,Iowa,V,D,V_D_305_4TH_AVE_SW,,-91.8980374,42.4665203,,,,
306 3RD AVE SW,Independence,Iowa,V,D,V_D_306_3RD_AVE_SW,,-91.8961297,42.4664751,,,,
519 3RD ST SE,Independence,Iowa,V,D,V_D_519_3RD_ST_SE,,-91.8880804,42.4663774,,,,
601 3RD ST SE,Independence,Iowa,V,D,V_D_601_3RD_ST_SE,,-91.8876036,42.4663661,,,,
 3RD ST SE,Independence,Iowa,V,D,V_D_3RD_ST_SE,,-91.885321,42.466593,,,,
615 3RD ST SE,Independence,Iowa,V,D,V_D_615_3RD_ST_SE,,-91.886917,42.4663773,,,,
619 3RD ST SE,Independence,Iowa,V,D,V_D_619_3RD_ST_SE,,-91.8866691,42.4663622,,,,
301 7TH AVE SE,Independence,Iowa,V,D,V_D_301_7TH_AVE_SE,,-91.8863258,42.4663295,,,,
307 6TH AVE SW,Independence,Iowa,V,D,V_D_307_6TH_AVE_SW,,-91.900651,42.466458,,,,
709 3RD ST SE,Independence,Iowa,V,D,V_D_709_3RD_ST_SE,,-91.8855248,42.466381,,,,
302 2ND AVE SW,Independence,Iowa,V,D,V_D_302_2ND_AVE_SW,,-91.8950043,42.4665512,,,,
801 3RD ST SE,Independence,Iowa,V,D,V_D_801_3RD_ST_SE,,-91.8851433,42.4663873,,,,
805 3RD ST SE,Independence,Iowa,V,D,V_D_805_3RD_ST_SE,,-91.8848382,42.4663539,,,,
811 3RD ST SE,Independence,Iowa,V,D,V_D_811_3RD_ST_SE,,-91.8845331,42.4663589,,,,
815 3RD ST SE,Independence,Iowa,V,D,V_D_815_3RD_ST_SE,,-91.8842661,42.4664016,,,,
819 3RD ST SE,Independence,Iowa,V,D,V_D_819_3RD_ST_SE,,-91.8840372,42.4664054,,,,
825 3RD ST SE,Independence,Iowa,V,D,V_D_825_3RD_ST_SE,,-91.8837321,42.4664104,,,,
909 3RD ST SW,Independence,Iowa,V,D,V_D_909_3RD_ST_SW,,-91.9048674,42.4662156,,,,
301 9TH AVE SW,Independence,Iowa,V,D,V_D_301_9TH_AVE_SW,,-91.9041138,42.4667746,,,,
511 3RD ST SW,Independence,Iowa,V,D,V_D_511_3RD_ST_SW,,-91.8998306,42.4666825,,,,
304 9TH AVE SW,Independence,Iowa,V,D,V_D_304_9TH_AVE_SW,,-91.9036092,42.4666499,,,,
505 3RD ST SW,Independence,Iowa,V,D,V_D_505_3RD_ST_SW,,-91.8994109,42.4666511,,,,
809 3RD ST SW,Independence,Iowa,V,D,V_D_809_3RD_ST_SW,,-91.9033411,42.4667395,,,,
301 5TH AVE SW,Independence,Iowa,V,D,V_D_301_5TH_AVE_SW,,-91.899182,42.4666548,,,,
303 8TH AVE SW,Independence,Iowa,V,D,V_D_303_8TH_AVE_SW,,-91.9028832,42.4667471,,,,
300 8TH AVE SW,Independence,Iowa,V,D,V_D_300_8TH_AVE_SW,,-91.902349,42.4667559,,,,
415 3RD ST SW,Independence,Iowa,V,D,V_D_415_3RD_ST_SW,,-91.8986669,42.4666442,,,,
713 3RD ST SW,Independence,Iowa,V,D,V_D_713_3RD_ST_SW,,-91.90212,42.4667597,,,,
409 3RD ST SW,Independence,Iowa,V,D,V_D_409_3RD_ST_SW,,-91.8984189,42.4666674,,,,
709 3RD ST SW,Independence,Iowa,V,D,V_D_709_3RD_ST_SW,,-91.9018911,42.4667635,,,,
705 3RD ST SW,Independence,Iowa,V,D,V_D_705_3RD_ST_SW,,-91.9015095,42.4667698,,,,
301 4TH AVE SW,Independence,Iowa,V,D,V_D_301_4TH_AVE_SW,,-91.8980755,42.4666731,,,,
301 6TH AVE SW,Independence,Iowa,V,D,V_D_301_6TH_AVE_SW,,-91.9006135,42.4667309,,,,
311 3RD ST SW,Independence,Iowa,V,D,V_D_311_3RD_ST_SW,,-91.8973697,42.4665889,,,,
305 3RD ST SW,Independence,Iowa,V,D,V_D_305_3RD_ST_SW,,-91.8970072,42.4666524,,,,
301 3RD AVE SW,Independence,Iowa,V,D,V_D_301_3RD_AVE_SW,,-91.8967593,42.4666756,,,,
300 3RD AVE SW,Independence,Iowa,V,D,V_D_300_3RD_AVE_SW,,-91.8961488,42.4666857,,,,
301 2ND AVE SW,Independence,Iowa,V,D,V_D_301_2ND_AVE_SW,,-91.8956147,42.4666945,,,,
300 2ND AVE SW,Independence,Iowa,V,D,V_D_300_2ND_AVE_SW,,-91.8949083,42.4667069,,,,
300 9TH AVE SE,Independence,Iowa,V,D,V_D_300_9TH_AVE_SE,,-91.883179,42.4665153,,,,
311 9TH AVE SE,Independence,Iowa,V,D,V_D_311_9TH_AVE_SE,,-91.8830265,42.466211,,,,
705 8TH AVE SW,Independence,Iowa,V,D,V_D_705_8TH_AVE_SW,,-91.9027878,42.4633545,,,,
702 8TH AVE SW,Independence,Iowa,V,D,V_D_702_8TH_AVE_SW,,-91.9022726,42.4633438,,,,
613 7TH ST SW,Independence,Iowa,V,D,V_D_613_7TH_ST_SW,,-91.9010325,42.4633835,,,,
605 7TH ST SW,Independence,Iowa,V,D,V_D_605_7TH_ST_SW,,-91.9007464,42.4633691,,,,
703 6TH AVE SW,Independence,Iowa,V,D,V_D_703_6TH_AVE_SW,,-91.9004411,42.4633358,,,,
509 7TH ST SW,Independence,Iowa,V,D,V_D_509_7TH_ST_SW,,-91.8996219,42.463171,,,,
219 3RD AVE SE,Independence,Iowa,V,D,V_D_219_3RD_AVE_SE,,-91.892124,42.4667712,,,,
