Parcel Number,Photo,url_shift,link,address,address_trim,Address_uncut,Style,Year Built,Total SF,Lot Area,Appraised Value,Url
06.34.432.014,https://photos.camavision.com/9cfaf6af849e26651c919ecfcab40e1f/70,https://photos.camavision.com/9cfaf6af849e26651c919ecfcab40e1f,https://photos.camavision.com/9cfaf6af849e26651c919ecfcab40e1f,"708 7TH ST NE, INDEPENDENCE","708 7TH ST NE, INDEPENDENCE","
            708 7TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1960,1232,"$187,880 ","$187,880 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
06.34.435.003,https://photos.camavision.com/26090bb4934012836d0726822ea7a908/70,https://photos.camavision.com/26090bb4934012836d0726822ea7a908,https://photos.camavision.com/26090bb4934012836d0726822ea7a908,"709 7TH ST NE, INDEPENDENCE","709 7TH ST NE, INDEPENDENCE","
            709 7TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1962,1092,"$139,280 ","$139,280 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
06.34.335.001,https://photos.camavision.com/ef62bf4e67bde1aaa811309e5011ccf6/70,https://photos.camavision.com/ef62bf4e67bde1aaa811309e5011ccf6,https://photos.camavision.com/ef62bf4e67bde1aaa811309e5011ccf6,"71 7TH ST NE, INDEPENDENCE","71 7TH ST NE, INDEPENDENCE","
            71 7TH ST NE, INDEPENDENCE
                      ",1 Story Frame,2003,1362,"$162,460 ","$162,460 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
06.34.435.004,https://photos.camavision.com/4eacdc366206102e97eb76c0662ae20d/70,https://photos.camavision.com/4eacdc366206102e97eb76c0662ae20d,https://photos.camavision.com/4eacdc366206102e97eb76c0662ae20d,"713 7TH ST NE, INDEPENDENCE","713 7TH ST NE, INDEPENDENCE","
            713 7TH ST NE, INDEPENDENCE
                      ",1 1/2 Story Frame,1900,884,"$42,300 ","$42,300 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
06.34.302.016,https://photos.camavision.com/461ff2c4959c735958311ef831ff40c4/70,https://photos.camavision.com/461ff2c4959c735958311ef831ff40c4,https://photos.camavision.com/461ff2c4959c735958311ef831ff40c4,"608 7TH ST NW, INDEPENDENCE","608 7TH ST NW, INDEPENDENCE","
            608 7TH ST NW, INDEPENDENCE
                      ",1 Story Frame,1961,2388,"$298,460 ","$298,460 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
06.34.305.006,https://photos.camavision.com/3cefc5e8724bcef8e412266344019cab/70,https://photos.camavision.com/3cefc5e8724bcef8e412266344019cab,https://photos.camavision.com/3cefc5e8724bcef8e412266344019cab,"710 7TH ST NW, INDEPENDENCE","710 7TH ST NW, INDEPENDENCE","
            710 7TH ST NW, INDEPENDENCE
                      ",1 Story Frame,1946,964,"$112,460 ","$112,460 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
06.34.305.005,https://photos.camavision.com/d258539d3e965cecf8db5d4bbe03982e/70,https://photos.camavision.com/d258539d3e965cecf8db5d4bbe03982e,https://photos.camavision.com/d258539d3e965cecf8db5d4bbe03982e,"714 7TH ST NW, INDEPENDENCE","714 7TH ST NW, INDEPENDENCE","
            714 7TH ST NW, INDEPENDENCE
                      ",1 Story Frame,1930,942,"$106,380 ","$106,380 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
06.34.306.003,https://photos.camavision.com/150e166c1ab750db5aa7f6e8623aff9c/70,https://photos.camavision.com/150e166c1ab750db5aa7f6e8623aff9c,https://photos.camavision.com/150e166c1ab750db5aa7f6e8623aff9c,"809 7TH ST NW, INDEPENDENCE","809 7TH ST NW, INDEPENDENCE","
            809 7TH ST NW, INDEPENDENCE
                      ",1 Story Frame,1963,988,"$136,980 ","$136,980 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
06.34.304.006,https://photos.camavision.com/e6f246dd53e1f17da914c7e7f452a059/70,https://photos.camavision.com/e6f246dd53e1f17da914c7e7f452a059,https://photos.camavision.com/e6f246dd53e1f17da914c7e7f452a059,"812 7TH ST NW, INDEPENDENCE","812 7TH ST NW, INDEPENDENCE","
            812 7TH ST NW, INDEPENDENCE
                      ",1 Story Frame,1974,1152,"$169,890 ","$169,890 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
06.34.306.002,https://photos.camavision.com/e8f2370acbcbfda5762861fbdece6bcb/70,https://photos.camavision.com/e8f2370acbcbfda5762861fbdece6bcb,https://photos.camavision.com/e8f2370acbcbfda5762861fbdece6bcb,"813 7TH ST NW, INDEPENDENCE","813 7TH ST NW, INDEPENDENCE","
            813 7TH ST NW, INDEPENDENCE
                      ",1 Story Frame,1975,960,"$119,070 ","$119,070 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
06.34.304.005,https://photos.camavision.com/cedb14c3b3983ea5a5963bf8bcb604b8/70,https://photos.camavision.com/cedb14c3b3983ea5a5963bf8bcb604b8,https://photos.camavision.com/cedb14c3b3983ea5a5963bf8bcb604b8,"818 7TH ST NW, INDEPENDENCE","818 7TH ST NW, INDEPENDENCE","
            818 7TH ST NW, INDEPENDENCE
                      ",Split Level Frame,1969,1748,"$238,630 ","$238,630 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
06.34.306.001,https://photos.camavision.com/63d1c12a686d3f6d3bf4d424a8145779/70,https://photos.camavision.com/63d1c12a686d3f6d3bf4d424a8145779,https://photos.camavision.com/63d1c12a686d3f6d3bf4d424a8145779,"819 7TH ST NW, INDEPENDENCE","819 7TH ST NW, INDEPENDENCE","
            819 7TH ST NW, INDEPENDENCE
                      ",1 Story Frame,1915,1802,"$164,450 ","$164,450 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
10.04.437.001,https://photos.camavision.com/0ebc483801eccffaf21736b0392279e4/70,https://photos.camavision.com/0ebc483801eccffaf21736b0392279e4,https://photos.camavision.com/0ebc483801eccffaf21736b0392279e4,"306 7TH ST SE, INDEPENDENCE","306 7TH ST SE, INDEPENDENCE","
            306 7TH ST SE, INDEPENDENCE
                      ",1 Story Condo,2008,1008,"$136,100 ","$136,100 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
10.04.437.002,https://photos.camavision.com/c0615b3a0a4ce5ae3da154c8e739ca8d/70,https://photos.camavision.com/c0615b3a0a4ce5ae3da154c8e739ca8d,https://photos.camavision.com/c0615b3a0a4ce5ae3da154c8e739ca8d,"308 7TH ST SE, INDEPENDENCE","308 7TH ST SE, INDEPENDENCE","
            308 7TH ST SE, INDEPENDENCE
                      ",1 Story Frame,2008,1008,"$136,100 ","$136,100 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
10.04.436.003,https://photos.camavision.com/be31c700ec77b1a1149f6630d38dbab8/70,https://photos.camavision.com/be31c700ec77b1a1149f6630d38dbab8,https://photos.camavision.com/be31c700ec77b1a1149f6630d38dbab8,"313 7TH ST SE, INDEPENDENCE","313 7TH ST SE, INDEPENDENCE","
            313 7TH ST SE, INDEPENDENCE
                      ",2 Story Frame,1890,2424,"$187,320 ","$187,320 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
10.03.331.001,https://photos.camavision.com/4eb71a928d4b2f16fa0ffcd957fe1319/70,https://photos.camavision.com/4eb71a928d4b2f16fa0ffcd957fe1319,https://photos.camavision.com/4eb71a928d4b2f16fa0ffcd957fe1319,"800 7TH ST SE, INDEPENDENCE","800 7TH ST SE, INDEPENDENCE","
            800 7TH ST SE, INDEPENDENCE
                      ",1 Story Frame,1977,1542,"$244,560 ","$244,560 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
10.04.412.004,https://photos.camavision.com/f08c6472d121e650b983cd4801dbbb2f/70,https://photos.camavision.com/f08c6472d121e650b983cd4801dbbb2f,https://photos.camavision.com/f08c6472d121e650b983cd4801dbbb2f,"205 7TH ST SW, INDEPENDENCE","205 7TH ST SW, INDEPENDENCE","
            205 7TH ST SW, INDEPENDENCE
                      ",1 Story Frame,1967,1120,"$155,220 ","$155,220 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
10.04.412.003,https://photos.camavision.com/69112e7b3c389762b50df25dd668ee6e/70,https://photos.camavision.com/69112e7b3c389762b50df25dd668ee6e,https://photos.camavision.com/69112e7b3c389762b50df25dd668ee6e,"209 7TH ST SW, INDEPENDENCE","209 7TH ST SW, INDEPENDENCE","
            209 7TH ST SW, INDEPENDENCE
                      ",1 Story Frame,1963,768,"$120,140 ","$120,140 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
10.04.411.001,https://photos.camavision.com/c9678aac4c970e00bd3b5ea72bf0201e/70,https://photos.camavision.com/c9678aac4c970e00bd3b5ea72bf0201e,https://photos.camavision.com/c9678aac4c970e00bd3b5ea72bf0201e,"313 7TH ST SW, INDEPENDENCE","313 7TH ST SW, INDEPENDENCE","
            313 7TH ST SW, INDEPENDENCE
                      ",1 Story Frame,1900,1683,"$123,190 ","$123,190 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
10.04.406.007,,,,"404 7TH ST SW, INDEPENDENCE","404 7TH ST SW, INDEPENDENCE","
            404 7TH ST SW, INDEPENDENCE
                      ",1 Story Frame,1956,1447,"$158,840 ","$158,840 ",https://buchanan.iowaassessors.com/results.php?page=49&history=-49&ts=1688576139
10.04.409.007,https://photos.camavision.com/b5865fc587a11291e28bf03899e72fc1/70,https://photos.camavision.com/b5865fc587a11291e28bf03899e72fc1,https://photos.camavision.com/b5865fc587a11291e28bf03899e72fc1,"501 7TH ST SW, INDEPENDENCE","501 7TH ST SW, INDEPENDENCE","
            501 7TH ST SW, INDEPENDENCE
                      ",2 Story Frame,1870,1588,"$76,730 ","$76,730 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
10.04.409.006,https://photos.camavision.com/181a40c05b83e7a34cecaabfa433673c/70,https://photos.camavision.com/181a40c05b83e7a34cecaabfa433673c,https://photos.camavision.com/181a40c05b83e7a34cecaabfa433673c,"505 7TH ST SW, INDEPENDENCE","505 7TH ST SW, INDEPENDENCE","
            505 7TH ST SW, INDEPENDENCE
                      ",1 Story Frame,1948,804,"$100,270 ","$100,270 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
10.04.409.002,https://photos.camavision.com/94572d2d604cf3ea8d4f825d7b3ee1b6/70,https://photos.camavision.com/94572d2d604cf3ea8d4f825d7b3ee1b6,https://photos.camavision.com/94572d2d604cf3ea8d4f825d7b3ee1b6,"509 7TH ST SW, INDEPENDENCE","509 7TH ST SW, INDEPENDENCE","
            509 7TH ST SW, INDEPENDENCE
                      ",2 Story Frame,1870,1218,"$112,180 ","$112,180 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
10.04.405.004,https://photos.camavision.com/5d2d39e711bb769e36cd7b4a05ace6a5/70,https://photos.camavision.com/5d2d39e711bb769e36cd7b4a05ace6a5,https://photos.camavision.com/5d2d39e711bb769e36cd7b4a05ace6a5,"512 7TH ST SW, INDEPENDENCE","512 7TH ST SW, INDEPENDENCE","
            512 7TH ST SW, INDEPENDENCE
                      ",1 Story Frame,1930,780,"$114,290 ","$114,290 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
10.04.409.001,https://photos.camavision.com/ecff4880553a2bd0d36149840d3d277e/70,https://photos.camavision.com/ecff4880553a2bd0d36149840d3d277e,https://photos.camavision.com/ecff4880553a2bd0d36149840d3d277e,"515 7TH ST SW, INDEPENDENCE","515 7TH ST SW, INDEPENDENCE","
            515 7TH ST SW, INDEPENDENCE
                      ",1 1/2 Story Frame,1950,1503,"$158,780 ","$158,780 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
10.04.337.002,https://photos.camavision.com/855c70774ba30af57f64f041dfd4cc27/70,https://photos.camavision.com/855c70774ba30af57f64f041dfd4cc27,https://photos.camavision.com/855c70774ba30af57f64f041dfd4cc27,"605 7TH ST SW, INDEPENDENCE","605 7TH ST SW, INDEPENDENCE","
            605 7TH ST SW, INDEPENDENCE
                      ",1 Story Frame,1972,1248,"$138,670 ","$138,670 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
10.04.337.001,https://photos.camavision.com/79dd8d9c96dde85ccd41f637ba17e9f6/70,https://photos.camavision.com/79dd8d9c96dde85ccd41f637ba17e9f6,https://photos.camavision.com/79dd8d9c96dde85ccd41f637ba17e9f6,"613 7TH ST SW, INDEPENDENCE","613 7TH ST SW, INDEPENDENCE","
            613 7TH ST SW, INDEPENDENCE
                      ",1 Story Frame,1885,1650,"$151,580 ","$151,580 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
06.34.277.003,https://photos.camavision.com/e3948618125ac83fcc7d6caf135838b9/70,https://photos.camavision.com/e3948618125ac83fcc7d6caf135838b9,https://photos.camavision.com/e3948618125ac83fcc7d6caf135838b9,"1119 8TH AVE NE, INDEPENDENCE","1119 8TH AVE NE, INDEPENDENCE","
            1119 8TH AVE NE, INDEPENDENCE
                      ",2 Story Frame,1930,1650,"$124,110 ","$124,110 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
06.34.491.002,https://photos.camavision.com/ca512c8c6d5513b10929d95f7daa8a3c/70,https://photos.camavision.com/ca512c8c6d5513b10929d95f7daa8a3c,https://photos.camavision.com/ca512c8c6d5513b10929d95f7daa8a3c,"112 8TH AVE NE, INDEPENDENCE","112 8TH AVE NE, INDEPENDENCE","
            112 8TH AVE NE, INDEPENDENCE
                      ",2 Story Frame,1900,1839,"$119,050 ","$119,050 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
06.34.490.012,https://photos.camavision.com/4b422c50104cfe1437b234e5b7e4b119/70,https://photos.camavision.com/4b422c50104cfe1437b234e5b7e4b119,https://photos.camavision.com/4b422c50104cfe1437b234e5b7e4b119,"113 8TH AVE NE, INDEPENDENCE","113 8TH AVE NE, INDEPENDENCE","
            113 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1900,932,"$51,000 ","$51,000 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
06.34.229.021,https://photos.camavision.com/e8d3ef4f6fc840a470279ebc4815c2e7/70,https://photos.camavision.com/e8d3ef4f6fc840a470279ebc4815c2e7,https://photos.camavision.com/e8d3ef4f6fc840a470279ebc4815c2e7,"1213 8TH AVE NE, INDEPENDENCE","1213 8TH AVE NE, INDEPENDENCE","
            1213 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1956,1299,"$163,730 ","$163,730 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
06.35.101.006,https://photos.camavision.com/6359b7c6c8bcca12e3ef051cee8cbef7/70,https://photos.camavision.com/6359b7c6c8bcca12e3ef051cee8cbef7,https://photos.camavision.com/6359b7c6c8bcca12e3ef051cee8cbef7,"1222 8TH AVE NE, INDEPENDENCE","1222 8TH AVE NE, INDEPENDENCE","
            1222 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1967,1040,"$132,440 ","$132,440 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
06.34.229.019,https://photos.camavision.com/0dc19a7387d8e60ff4aa5cbdbf5742e1/70,https://photos.camavision.com/0dc19a7387d8e60ff4aa5cbdbf5742e1,https://photos.camavision.com/0dc19a7387d8e60ff4aa5cbdbf5742e1,"1225 8TH AVE NE, INDEPENDENCE","1225 8TH AVE NE, INDEPENDENCE","
            1225 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1972,1396,"$174,560 ","$174,560 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
06.34.229.018,https://photos.camavision.com/e6a2f464f3e8d51112c19382d047f25b/70,https://photos.camavision.com/e6a2f464f3e8d51112c19382d047f25b,https://photos.camavision.com/e6a2f464f3e8d51112c19382d047f25b,"1229 8TH AVE NE, INDEPENDENCE","1229 8TH AVE NE, INDEPENDENCE","
            1229 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1951,1008,"$125,370 ","$125,370 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
06.35.103.001,https://photos.camavision.com/f2835627069a47a462a1f2c6778a4572/70,https://photos.camavision.com/f2835627069a47a462a1f2c6778a4572,https://photos.camavision.com/f2835627069a47a462a1f2c6778a4572,"1304 8TH AVE NE, INDEPENDENCE","1304 8TH AVE NE, INDEPENDENCE","
            1304 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1999,1386,"$274,240 ","$274,240 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
06.34.227.010,https://photos.camavision.com/b25664db3194af7231efe29128bdf70b/70,https://photos.camavision.com/b25664db3194af7231efe29128bdf70b,https://photos.camavision.com/b25664db3194af7231efe29128bdf70b,"1307 8TH AVE NE, INDEPENDENCE","1307 8TH AVE NE, INDEPENDENCE","
            1307 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1974,1152,"$143,780 ","$143,780 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
06.35.101.001,https://photos.camavision.com/69d0c816feb0815ff9c4311b37243476/70,https://photos.camavision.com/69d0c816feb0815ff9c4311b37243476,https://photos.camavision.com/69d0c816feb0815ff9c4311b37243476,"1310 8TH AVE NE, INDEPENDENCE","1310 8TH AVE NE, INDEPENDENCE","
            1310 8TH AVE NE, INDEPENDENCE
                      ",2 Story Frame,1991,2717,"$361,780 ","$361,780 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
06.27.428.003,https://photos.camavision.com/f92e8fdbf022fb136d89c056c30a35e9/70,https://photos.camavision.com/f92e8fdbf022fb136d89c056c30a35e9,https://photos.camavision.com/f92e8fdbf022fb136d89c056c30a35e9,"1803 8TH AVE NE, INDEPENDENCE","1803 8TH AVE NE, INDEPENDENCE","
            1803 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2005,1456,"$250,490 ","$250,490 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
06.35.357.006,https://photos.camavision.com/28a170fa8ffe45864b8e44df65896249/70,https://photos.camavision.com/28a170fa8ffe45864b8e44df65896249,https://photos.camavision.com/28a170fa8ffe45864b8e44df65896249,"200 8TH AVE NE, INDEPENDENCE","200 8TH AVE NE, INDEPENDENCE","
            200 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1850,1243,"$97,710 ","$97,710 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
06.34.486.008,https://photos.camavision.com/62851d5fb2aea73d209f73d52ad3a70b/70,https://photos.camavision.com/62851d5fb2aea73d209f73d52ad3a70b,https://photos.camavision.com/62851d5fb2aea73d209f73d52ad3a70b,"207 8TH AVE NE, INDEPENDENCE","207 8TH AVE NE, INDEPENDENCE","
            207 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1958,850,"$106,920 ","$106,920 ",https://buchanan.iowaassessors.com/results.php?page=50&history=-50&ts=1688576139
06.35.357.005,https://photos.camavision.com/9d42b8a7f100698fc193f0af487260be/70,https://photos.camavision.com/9d42b8a7f100698fc193f0af487260be,https://photos.camavision.com/9d42b8a7f100698fc193f0af487260be,"208 8TH AVE NE, INDEPENDENCE","208 8TH AVE NE, INDEPENDENCE","
            208 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1955,1120,"$143,390 ","$143,390 ",https://buchanan.iowaassessors.com/results.php?page=51&history=-51&ts=1688576139
06.34.486.007,https://photos.camavision.com/0a50df2a071835447e3b024dfc536c2e/70,https://photos.camavision.com/0a50df2a071835447e3b024dfc536c2e,https://photos.camavision.com/0a50df2a071835447e3b024dfc536c2e,"209 8TH AVE NE, INDEPENDENCE","209 8TH AVE NE, INDEPENDENCE","
            209 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1970,938,"$117,100 ","$117,100 ",https://buchanan.iowaassessors.com/results.php?page=51&history=-51&ts=1688576139
06.34.483.004,https://photos.camavision.com/b2cc4c0b00b69a9080e48d34206a4509/70,https://photos.camavision.com/b2cc4c0b00b69a9080e48d34206a4509,https://photos.camavision.com/b2cc4c0b00b69a9080e48d34206a4509,"302 8TH AVE NE, INDEPENDENCE","302 8TH AVE NE, INDEPENDENCE","
            302 8TH AVE NE, INDEPENDENCE
                      ",2 Story Frame,1900,1520,"$95,330 ","$95,330 ",https://buchanan.iowaassessors.com/results.php?page=51&history=-51&ts=1688576139
06.34.483.003,https://photos.camavision.com/df7172204311e2116afbf2053363d347/70,https://photos.camavision.com/df7172204311e2116afbf2053363d347,https://photos.camavision.com/df7172204311e2116afbf2053363d347,"306 8TH AVE NE, INDEPENDENCE","306 8TH AVE NE, INDEPENDENCE","
            306 8TH AVE NE, INDEPENDENCE
                      ",2 Story Frame,1900,1328,"$64,680 ","$64,680 ",https://buchanan.iowaassessors.com/results.php?page=51&history=-51&ts=1688576139
06.34.482.006,,,,"311 8TH AVE NE, INDEPENDENCE","311 8TH AVE NE, INDEPENDENCE","
            311 8TH AVE NE, INDEPENDENCE
                      ",2 Story Frame,1900,1848,"$130,570 ","$130,570 ",https://buchanan.iowaassessors.com/results.php?page=51&history=-51&ts=1688576139
06.34.483.002,https://photos.camavision.com/bf8f9782501f02090ced4a84cbc92794/70,https://photos.camavision.com/bf8f9782501f02090ced4a84cbc92794,https://photos.camavision.com/bf8f9782501f02090ced4a84cbc92794,"314 8TH AVE NE, INDEPENDENCE","314 8TH AVE NE, INDEPENDENCE","
            314 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1972,1031,"$132,770 ","$132,770 ",https://buchanan.iowaassessors.com/results.php?page=51&history=-51&ts=1688576139
06.34.483.001,https://photos.camavision.com/834236dc979ecd7057ebe396329ecc46/70,https://photos.camavision.com/834236dc979ecd7057ebe396329ecc46,https://photos.camavision.com/834236dc979ecd7057ebe396329ecc46,"316 8TH AVE NE, INDEPENDENCE","316 8TH AVE NE, INDEPENDENCE","
            316 8TH AVE NE, INDEPENDENCE
                      ",2 Story Frame,1880,1416,"$104,040 ","$104,040 ",https://buchanan.iowaassessors.com/results.php?page=51&history=-51&ts=1688576139
06.34.482.005,https://photos.camavision.com/e8ecbfdf9e59e4e132a0e8a974fe4072/70,https://photos.camavision.com/e8ecbfdf9e59e4e132a0e8a974fe4072,https://photos.camavision.com/e8ecbfdf9e59e4e132a0e8a974fe4072,"317 8TH AVE NE, INDEPENDENCE","317 8TH AVE NE, INDEPENDENCE","
            317 8TH AVE NE, INDEPENDENCE
                      ",1 1/2 Story Frame,1890,939,"$84,380 ","$84,380 ",https://buchanan.iowaassessors.com/results.php?page=51&history=-51&ts=1688576139
06.35.310.011,https://photos.camavision.com/cc4d4e2df184c64ff92c452e61b65c56/70,https://photos.camavision.com/cc4d4e2df184c64ff92c452e61b65c56,https://photos.camavision.com/cc4d4e2df184c64ff92c452e61b65c56,"402 8TH AVE NE, INDEPENDENCE","402 8TH AVE NE, INDEPENDENCE","
            402 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1938,950,"$85,810 ","$85,810 ",https://buchanan.iowaassessors.com/results.php?page=51&history=-51&ts=1688576139
06.35.310.012,https://photos.camavision.com/b35e85f3ddc2ff3cdce525383bed8b71/70,https://photos.camavision.com/b35e85f3ddc2ff3cdce525383bed8b71,https://photos.camavision.com/b35e85f3ddc2ff3cdce525383bed8b71,"406 8TH AVE NE, INDEPENDENCE","406 8TH AVE NE, INDEPENDENCE","
            406 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1920,1021,"$89,250 ","$89,250 ",https://buchanan.iowaassessors.com/results.php?page=51&history=-51&ts=1688576139
06.35.310.001,https://photos.camavision.com/5af98627b9335485571e9066c9d8cff0/70,https://photos.camavision.com/5af98627b9335485571e9066c9d8cff0,https://photos.camavision.com/5af98627b9335485571e9066c9d8cff0,"416 8TH AVE NE, INDEPENDENCE","416 8TH AVE NE, INDEPENDENCE","
            416 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1930,832,"$51,310 ","$51,310 ",https://buchanan.iowaassessors.com/results.php?page=51&history=-51&ts=1688576139
06.34.438.013,https://photos.camavision.com/45e1a664e34ed45f6546d325370bcca9/70,https://photos.camavision.com/45e1a664e34ed45f6546d325370bcca9,https://photos.camavision.com/45e1a664e34ed45f6546d325370bcca9,"505 8TH AVE NE, INDEPENDENCE","505 8TH AVE NE, INDEPENDENCE","
            505 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1920,934,"$74,770 ","$74,770 ",https://buchanan.iowaassessors.com/results.php?page=51&history=-51&ts=1688576139
06.35.306.003,https://photos.camavision.com/9a0af2afc943193432e0784147348e7a/70,https://photos.camavision.com/9a0af2afc943193432e0784147348e7a,https://photos.camavision.com/9a0af2afc943193432e0784147348e7a,"508 8TH AVE NE, INDEPENDENCE","508 8TH AVE NE, INDEPENDENCE","
            508 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1946,680,"$65,180 ","$65,180 ",https://buchanan.iowaassessors.com/results.php?page=51&history=-51&ts=1688576139
06.34.438.012,https://photos.camavision.com/4ea73e9df9a0dd76d0a461d319902670/70,https://photos.camavision.com/4ea73e9df9a0dd76d0a461d319902670,https://photos.camavision.com/4ea73e9df9a0dd76d0a461d319902670,"509 8TH AVE NE, INDEPENDENCE","509 8TH AVE NE, INDEPENDENCE","
            509 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1967,1200,"$137,250 ","$137,250 ",https://buchanan.iowaassessors.com/results.php?page=51&history=-51&ts=1688576139
06.35.306.013,https://photos.camavision.com/6a99814f4a4f3504426cdfc7d96e1c82/70,https://photos.camavision.com/6a99814f4a4f3504426cdfc7d96e1c82,https://photos.camavision.com/6a99814f4a4f3504426cdfc7d96e1c82,"518 8TH AVE NE, INDEPENDENCE","518 8TH AVE NE, INDEPENDENCE","
            518 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1960,1604,"$198,610 ","$198,610 ",https://buchanan.iowaassessors.com/results.php?page=51&history=-51&ts=1688576139
06.34.435.015,https://photos.camavision.com/7c5f8413f39167483b059bb6687ae769/70,https://photos.camavision.com/7c5f8413f39167483b059bb6687ae769,https://photos.camavision.com/7c5f8413f39167483b059bb6687ae769,"601 8TH AVE NE, INDEPENDENCE","601 8TH AVE NE, INDEPENDENCE","
            601 8TH AVE NE, INDEPENDENCE
                      ",1 1/2 Story Frame,1900,877,"$71,580 ","$71,580 ",https://buchanan.iowaassessors.com/results.php?page=51&history=-51&ts=1688576139
06.34.435.014,https://photos.camavision.com/0745e8c5350def9008264804b100dd51/70,https://photos.camavision.com/0745e8c5350def9008264804b100dd51,https://photos.camavision.com/0745e8c5350def9008264804b100dd51,"607 8TH AVE NE, INDEPENDENCE","607 8TH AVE NE, INDEPENDENCE","
            607 8TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1935,800,"$63,990 ","$63,990 ",https://buchanan.iowaassessors.com/results.php?page=51&history=-51&ts=1688576139
